card_date,red_name,blue_name,method,division,sig_str_total_red,sig_str_landed_red,sig_str_total_blue,sig_str_landed_blue,total_str_total_red,total_str_landed_red,total_str_total_blue,total_str_landed_blue,td_total_red,td_landed_red,td_total_blue,td_landed_blue,sub_att_red,sub_att_blue,rev_red,rev_blue,ctrl_red,ctrl_blue,head_str_total_red,head_str_landed_red,head_str_total_blue,head_str_landed_blue,body_str_total_red,body_str_landed_red,body_str_total_blue,body_str_landed_blue,leg_str_total_red,leg_str_landed_red,leg_str_total_blue,leg_str_landed_blue,distance_str_total_red,distance_str_landed_red,distance_str_total_blue,distance_str_landed_blue,clinch_str_total_red,clinch_str_landed_red,clinch_str_total_blue,clinch_str_landed_blue,ground_str_total_red,ground_str_landed_red,ground_str_total_blue,ground_str_landed_blue,max_bout_duration,actual_bout_duration,red_win,blue_win
2015-10-03,Yair Rodriguez,Dan Hooker,Decision - Unanimous,Featherweight,104,52,79,19,123,67,162,85,9,2,3,1,0,0,0,0,30,361,72,27,62,14,19,15,8,5,13,10,9,0,80,38,56,9,14,6,15,6,10,8,8,4,900,900,Yes,No
2015-10-03,Alan Jouban,Albert Tumenov,KO/TKO,Welterweight,34,17,41,19,34,17,41,19,0,0,1,0,0,0,0,0,0,2,27,12,36,16,5,4,4,3,2,1,1,0,33,16,40,18,1,1,1,1,0,0,0,0,900,175,No,Yes
2015-10-03,Adriano Martins,Islam Makhachev,KO/TKO,Lightweight,7,3,15,4,7,3,15,4,0,0,0,0,0,0,0,0,0,2,6,2,13,2,0,0,2,2,1,1,0,0,6,2,15,4,0,0,0,0,1,1,0,0,900,106,Yes,No
2015-10-03,Rose Namajunas,Angela Hill,Submission,Women's Strawweight,33,13,22,12,36,14,26,16,1,1,0,0,1,0,0,0,71,11,32,12,18,8,1,1,2,2,0,0,2,2,29,11,19,9,4,2,3,3,0,0,0,0,900,167,Yes,No
2015-10-03,Francisco Trevino,Sage Northcutt,KO/TKO,Lightweight,3,1,31,21,3,1,31,21,0,0,1,1,0,0,0,0,9,0,1,0,29,19,0,0,1,1,2,1,1,1,3,1,4,3,0,0,11,8,0,0,16,10,900,57,No,Yes
2015-10-03,Chris Cariaso,Sergio Pettis,Decision - Unanimous,Flyweight,79,37,122,37,104,54,169,80,1,0,4,3,1,0,1,0,250,352,48,11,115,32,19,15,5,3,12,11,2,2,67,30,75,15,5,4,1,0,7,3,46,22,900,900,No,Yes
2015-10-03,Derrick Lewis,Viktor Pesta,KO/TKO,Heavyweight,63,41,13,8,74,51,61,47,3,0,13,5,0,0,0,0,89,429,58,36,9,4,5,5,2,2,0,0,2,2,13,3,4,2,10,10,1,0,40,28,8,6,900,675,Yes,No
2015-09-26,Josh Barnett,Roy Nelson,Decision - Unanimous,Heavyweight,205,146,114,60,276,215,149,92,0,0,10,4,0,0,0,0,502,472,147,92,85,38,56,52,19,15,2,2,10,7,95,51,62,28,110,95,49,29,0,0,3,3,1500,1500,Yes,No
2015-09-26,Gegard Mousasi,Uriah Hall,KO/TKO,Middleweight,24,17,24,18,49,35,28,22,1,1,0,0,1,1,0,0,286,12,21,14,23,17,1,1,0,0,2,2,1,1,4,2,4,4,0,0,0,0,20,15,20,14,900,325,No,Yes
2015-09-26,Kyoji Horiguchi,Chico Camus,Decision - Unanimous,Flyweight,224,78,191,63,226,80,196,66,5,0,3,0,0,0,0,0,20,24,195,59,175,53,26,17,14,8,3,2,2,2,219,74,184,58,5,4,7,5,0,0,0,0,900,900,Yes,No
2015-09-26,Takeya Mizugaki,George Roop,Decision - Unanimous,Bantamweight,160,70,112,47,180,88,165,97,1,0,2,0,0,0,0,0,180,352,135,47,80,23,25,23,23,17,0,0,9,7,102,42,81,30,58,28,31,17,0,0,0,0,900,900,Yes,No
2015-09-26,Katsunori Kikuno,Diego Brandao,KO/TKO,Featherweight,1,1,17,14,1,1,19,14,0,0,0,0,0,0,0,0,2,8,0,0,14,11,0,0,3,3,1,1,0,0,1,1,5,4,0,0,9,8,0,0,3,2,900,28,No,Yes
2015-09-26,Mizuto Hirota,Teruto Ishihara,Decision - Split,Featherweight,183,62,168,88,225,100,169,89,5,2,1,0,0,0,0,0,205,10,165,55,134,62,13,4,22,14,5,3,12,12,163,49,154,82,20,13,13,5,0,0,1,1,900,900,No,No
2015-09-26,Keita Nakamura,Li Jingliang,Submission,Welterweight,87,40,142,79,138,85,151,88,2,0,1,1,1,0,0,0,261,95,81,36,117,61,4,2,17,11,2,2,8,7,74,29,124,67,4,3,2,0,9,8,16,12,900,737,Yes,No
2015-09-26,Nick Hein,Yusuke Kasuya,Decision - Unanimous,Lightweight,112,46,99,44,116,50,99,44,0,0,4,1,0,0,1,0,2,3,95,33,70,20,8,5,18,15,9,8,11,9,110,45,98,43,2,1,1,1,0,0,0,0,900,900,Yes,No
2015-09-26,Naoyuki Kotani,Kajan Johnson,Decision - Unanimous,Lightweight,55,21,104,57,95,61,108,59,8,1,0,0,0,0,0,0,162,67,40,15,95,50,10,2,8,6,5,4,1,1,46,13,58,24,0,0,3,3,9,8,43,30,900,900,No,Yes
2015-09-26,Shinsho Anzai,Roger Zapata,TKO - Doctor's Stoppage,Welterweight,36,23,54,28,68,49,82,53,11,2,1,0,0,1,0,0,415,24,20,9,47,22,7,7,7,6,9,7,0,0,21,11,34,12,14,11,14,12,1,1,6,4,900,647,Yes,No
2015-09-05,Demetrious Johnson,John Dodson,Decision - Unanimous,UFC Flyweight Title,171,88,121,58,252,163,174,108,13,4,3,1,0,0,0,0,299,175,125,57,69,16,36,23,36,28,10,8,16,14,135,64,103,45,36,24,18,13,0,0,0,0,1500,1500,Yes,No
2015-09-05,Andrei Arlovski,Frank Mir,Decision - Unanimous,Heavyweight,74,39,52,24,108,70,83,54,0,0,5,1,0,0,0,0,212,239,56,22,44,16,9,9,8,8,9,8,0,0,58,28,34,10,16,11,9,8,0,0,9,6,900,900,Yes,No
2015-09-05,Anthony Johnson,Jimi Manuwa,KO/TKO,Light Heavyweight,42,25,20,8,55,37,20,8,2,2,0,0,0,0,0,0,202,51,31,16,11,1,4,3,1,0,7,6,8,7,25,13,16,5,12,9,4,3,5,3,0,0,900,328,Yes,No
2015-09-05,Jan Blachowicz,Corey Anderson,Decision - Unanimous,Light Heavyweight,43,20,150,84,62,33,237,156,1,1,4,4,1,0,0,0,23,640,35,13,132,72,6,5,12,7,2,2,6,5,39,16,67,21,3,3,10,5,1,1,73,58,900,900,No,Yes
2015-09-05,Paige VanZant,Alex Chambers,Submission,Women's Strawweight,130,73,47,30,248,165,88,66,7,3,4,0,1,1,0,0,434,28,78,37,36,23,43,32,7,3,9,4,4,4,52,19,26,16,71,47,21,14,7,7,0,0,900,661,Yes,No
2015-09-05,Ross Pearson,Paul Felder,Decision - Split,Lightweight,116,62,151,60,140,86,163,72,1,1,0,0,0,0,0,0,183,117,73,28,122,35,29,22,17,15,14,12,12,10,100,56,121,38,11,6,24,17,5,0,6,5,900,900,Yes,No
2015-09-05,Francisco Rivera,John Lineker,Submission,Bantamweight,36,16,60,28,36,16,64,32,1,0,0,0,0,1,0,0,13,19,33,13,47,21,1,1,13,7,2,2,0,0,19,9,22,8,16,6,17,9,1,1,21,11,900,128,No,Yes
2015-09-05,Jessica Andrade,Raquel Pennington,Submission,Women's Bantamweight,66,41,68,41,87,59,96,66,5,4,2,2,1,1,0,0,208,184,40,19,52,26,15,12,11,10,11,10,5,5,41,26,34,17,25,15,30,22,0,0,4,2,900,598,No,Yes
2015-09-05,Clay Collard,Tiago dos Santos e Silva,Decision - Split,Featherweight,210,84,122,52,264,136,146,73,2,1,4,1,0,1,0,2,136,217,178,60,85,25,24,18,26,17,8,6,11,10,174,60,109,45,12,9,12,6,24,15,1,1,900,900,No,Yes
2015-09-05,Joaquim Silva,Nazareno Malegarie,Decision - Split,Lightweight,162,49,166,58,162,49,178,68,0,0,3,1,0,0,0,0,9,48,144,35,144,49,16,13,21,8,2,1,1,1,156,46,160,55,6,3,6,3,0,0,0,0,900,900,Yes,No
2015-08-23,Max Holloway,Charles Oliveira,KO/TKO,Featherweight,29,14,17,5,29,14,17,5,0,0,1,0,0,0,0,0,6,0,20,6,15,3,9,8,1,1,0,0,1,1,29,14,16,4,0,0,1,1,0,0,0,0,1500,99,Yes,No
2015-08-23,Neil Magny,Erick Silva,Decision - Unanimous,Welterweight,131,68,59,29,204,132,68,37,9,4,4,3,0,0,0,0,245,166,121,59,36,10,7,6,8,5,3,3,15,14,101,46,55,27,11,7,3,2,19,15,1,0,900,900,Yes,No
2015-08-23,Patrick Cote,Joshua Burkman,KO/TKO,Welterweight,93,60,91,45,140,106,95,49,4,0,1,1,0,0,0,0,160,60,70,48,66,26,10,3,14,12,13,9,11,7,63,31,84,39,10,9,7,6,20,20,0,0,900,686,Yes,No
2015-08-23,Chad Laprise,Francisco Trinaldo,KO/TKO,Lightweight,17,8,36,17,17,8,37,17,0,0,0,0,0,0,0,0,0,38,12,3,34,15,1,1,2,2,4,4,0,0,17,8,15,4,0,0,2,2,0,0,19,11,900,163,No,Yes
2015-08-23,Olivier Aubin-Mercier,Tony Sims,Decision - Unanimous,Lightweight,8,3,29,23,95,76,54,46,10,6,0,0,0,1,0,0,726,55,4,0,28,22,2,1,0,0,2,2,1,1,8,3,8,3,0,0,0,0,0,0,21,20,900,900,Yes,No
2015-08-23,Maryna Moroz,Valerie Letourneau,Decision - Unanimous,Women's Strawweight,161,55,145,69,189,79,194,106,0,0,1,1,0,0,0,0,0,398,134,34,122,51,24,19,19,14,3,2,4,4,152,51,132,62,9,4,6,4,0,0,7,3,900,900,No,Yes
2015-08-23,Sam Stout,Frankie Perez,KO/TKO,Lightweight,16,2,15,12,16,2,15,12,0,0,0,0,0,0,0,0,0,4,14,1,11,8,0,0,2,2,2,1,2,2,16,2,8,6,0,0,0,0,0,0,7,6,900,54,No,Yes
2015-08-23,Yves Jabouin,Felipe Arantes,Submission,Bantamweight,10,5,6,4,26,18,10,8,2,2,1,0,0,1,0,1,218,15,9,5,3,2,1,0,2,2,0,0,1,0,6,2,2,0,0,0,1,1,4,3,3,3,900,261,No,Yes
2015-08-23,Marcos Rogerio de Lima,Nikita Krylov,Submission,Light Heavyweight,10,5,29,21,10,5,46,34,0,0,1,0,2,1,0,0,0,118,8,3,23,16,1,1,5,4,1,1,1,1,10,5,13,7,0,0,11,10,0,0,5,4,900,149,No,Yes
2015-08-23,Chris Kelades,Chris Beal,Decision - Split,Flyweight,109,50,113,47,165,90,149,83,9,1,4,2,0,0,0,1,160,347,86,33,106,42,19,14,7,5,4,3,0,0,90,39,80,25,9,5,13,8,10,6,20,14,900,900,Yes,No
2015-08-23,Shane Campbell,Elias Silverio,Decision - Unanimous,Lightweight,69,44,40,22,103,73,84,50,5,2,14,2,0,0,1,0,271,417,47,26,24,9,9,6,12,9,13,12,4,4,44,25,34,17,8,5,2,2,17,14,4,3,900,900,Yes,No
2015-08-23,Misha Cirkunov,Daniel Jolly,KO/TKO,Light Heavyweight,29,24,14,6,76,62,21,10,4,3,0,0,0,0,0,0,175,29,25,20,5,1,4,4,4,4,0,0,5,1,11,6,13,5,1,1,1,1,17,17,0,0,900,285,Yes,No
2015-08-08,Glover Teixeira,Ovince Saint Preux,Submission,Light Heavyweight,79,53,54,30,162,128,61,36,9,5,3,0,1,0,0,1,528,86,72,48,40,18,7,5,14,12,0,0,0,0,22,11,35,19,6,4,16,9,51,38,3,2,1500,790,Yes,No
2015-08-08,Michael Johnson,Beneil Dariush,Decision - Split,Lightweight,222,84,201,75,223,85,201,75,0,0,7,0,0,0,0,0,0,0,133,32,169,52,85,49,21,12,4,3,11,11,221,83,199,75,1,1,2,0,0,0,0,0,900,900,No,Yes
2015-08-08,Derek Brunson,Sam Alvey,KO/TKO,Middleweight,45,27,11,4,71,53,13,6,1,0,0,0,0,0,0,0,92,0,44,26,9,2,1,1,2,2,0,0,0,0,14,7,6,2,29,19,5,2,2,1,0,0,900,139,Yes,No
2015-08-08,Jared Rosholt,Timothy Johnson,Decision - Unanimous,Heavyweight,34,19,57,26,70,53,126,86,5,2,4,3,1,0,0,0,145,524,31,16,50,20,3,3,7,6,0,0,0,0,14,4,30,10,11,7,24,14,9,8,3,2,900,900,Yes,No
2015-08-08,Sara McMann,Amanda Nunes,Submission,Women's Bantamweight,16,2,39,27,18,4,53,36,2,0,0,0,0,1,0,0,6,43,13,1,33,24,1,0,5,2,2,1,1,1,15,2,18,11,1,0,2,1,0,0,19,15,900,173,No,Yes
2015-08-08,Ray Borg,Geane Herrera,Decision - Unanimous,Flyweight,53,26,13,7,115,85,33,24,3,3,0,0,2,0,0,1,835,15,48,22,12,6,5,4,1,1,0,0,0,0,7,0,7,2,0,0,0,0,46,26,6,5,900,900,Yes,No
2015-08-08,Uriah Hall,Oluwale Bamgbose,KO/TKO,Middleweight,18,11,12,7,27,20,29,23,1,1,0,0,0,0,0,0,96,0,18,11,6,1,0,0,2,2,0,0,4,4,3,0,11,7,0,0,0,0,15,11,1,0,900,152,Yes,No
2015-08-08,Chris Camozzi,Tom Watson,Decision - Unanimous,Middleweight,146,87,140,82,174,112,164,104,4,3,8,1,2,0,0,0,264,108,117,65,79,31,20,14,37,29,9,8,24,22,121,69,105,58,25,18,35,24,0,0,0,0,900,900,Yes,No
2015-08-08,Dustin Ortiz,Willie Gates,KO/TKO,Flyweight,129,92,32,13,216,171,43,24,13,4,0,0,1,0,0,0,647,0,109,75,19,5,16,13,12,7,4,4,1,1,27,6,27,10,16,13,5,3,86,73,0,0,900,778,Yes,No
2015-08-08,Frankie Saenz,Sirwan Kakai,Decision - Split,Bantamweight,183,80,113,55,195,91,121,62,6,1,9,3,1,0,0,0,161,115,142,48,82,29,32,23,16,13,9,9,15,13,128,45,100,47,49,31,13,8,6,4,0,0,900,900,Yes,No
2015-08-08,Chris Dempsey,Jonathan Wilson,KO/TKO,Light Heavyweight,4,0,8,4,5,1,8,4,1,0,0,0,0,0,0,0,0,13,3,0,8,4,1,0,0,0,0,0,0,0,3,0,6,2,1,0,0,0,0,0,2,2,900,50,No,Yes
2015-08-08,Marlon Vera,Roman Salazar,Submission,Bantamweight,48,25,29,14,49,26,85,67,0,0,7,1,2,0,0,0,6,307,38,17,25,11,9,7,1,1,1,1,3,2,27,11,16,5,3,2,5,3,18,12,8,6,900,435,Yes,No
2015-08-08,Anthony Christodoulou,Scott Holtzman,Submission,Lightweight,112,31,138,71,125,44,163,96,0,0,3,1,0,1,0,0,46,254,104,23,100,43,6,6,24,17,2,2,14,11,101,24,113,52,11,7,25,19,0,0,0,0,900,760,No,Yes
2015-08-01,Ronda Rousey,Bethe Correia,KO/TKO,UFC Women's Bantamweight Title,32,19,14,9,32,19,14,9,0,0,0,0,0,0,0,0,4,0,30,17,14,9,2,2,0,0,0,0,0,0,11,5,6,3,21,14,8,6,0,0,0,0,1500,34,Yes,No
2015-08-01,Mauricio Rua,Rogerio Nogueira,Decision - Unanimous,Light Heavyweight,98,53,166,63,130,82,177,73,5,2,0,0,0,1,0,0,259,13,74,30,156,55,16,15,8,6,8,8,2,2,84,47,135,48,8,2,31,15,6,4,0,0,900,900,Yes,No
2015-08-01,Glaico Franca Moreira,Fernando Bruno,Submission,Ultimate Fighter Brazil 4 Lightweight Tournament Title,31,23,32,20,57,47,53,41,9,4,11,2,1,0,0,0,400,336,12,6,25,14,8,8,5,5,11,9,2,1,19,13,20,12,5,5,12,8,7,5,0,0,900,886,Yes,No
2015-08-01,Reginaldo Vieira,Dileno Lopes,Decision - Unanimous,Ultimate Fighter Brazil 4 Bantamweight Tournament Title,105,59,109,46,179,127,146,73,1,0,4,3,2,3,0,0,207,163,80,39,77,24,17,15,25,19,8,5,7,3,67,32,84,30,14,8,19,13,24,19,6,3,900,900,Yes,No
2015-08-01,Stefan Struve,Antonio Rodrigo Nogueira,Decision - Unanimous,Heavyweight,156,93,113,59,157,94,138,84,0,0,14,1,0,0,0,0,38,322,102,43,95,43,36,32,15,13,18,18,3,3,149,87,93,43,7,6,20,16,0,0,0,0,900,900,Yes,No
2015-08-01,Antonio Silva,Soa Palelei,KO/TKO,Heavyweight,28,16,35,19,43,29,65,46,1,0,3,1,0,0,0,0,90,159,22,10,30,15,4,4,5,4,2,2,0,0,13,5,11,5,13,10,0,0,2,1,24,14,900,341,Yes,No
2015-08-01,Claudia Gadelha,Jessica Aguilar,Decision - Unanimous,Women's Strawweight,248,111,189,70,263,121,210,88,4,4,3,0,0,0,0,0,156,47,229,95,152,35,19,16,13,11,0,0,24,24,233,101,180,63,14,9,9,7,1,1,0,0,900,900,Yes,No
2015-08-01,Demian Maia,Neil Magny,Submission,Welterweight,17,13,4,0,68,56,16,11,2,2,0,0,1,0,0,0,447,2,17,13,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,17,13,0,0,900,472,Yes,No
2015-08-01,Rafael Cavalcante,Patrick Cummins,KO/TKO,Light Heavyweight,45,23,92,49,47,24,162,102,0,0,14,8,0,0,0,0,3,430,42,20,77,37,1,1,7,6,2,2,8,6,34,15,49,18,3,1,10,7,8,7,33,24,900,645,No,Yes
2015-08-01,Warlley Alves,Nordine Taleb,Submission,Welterweight,38,17,34,17,46,23,47,30,3,2,2,0,1,0,0,0,258,65,29,9,23,8,5,4,6,5,4,4,5,4,31,12,28,13,3,3,6,4,4,2,0,0,900,551,Yes,No
2015-08-01,Iuri Alcantara,Leandro Issa,Decision - Unanimous,Bantamweight,101,53,55,26,114,65,70,37,0,0,10,1,0,0,0,0,131,326,86,42,40,21,13,10,3,2,2,1,12,3,65,31,32,13,16,8,0,0,20,14,23,13,900,900,Yes,No
2015-08-01,Vitor Miranda,Clint Hester,KO/TKO,Middleweight,75,57,34,15,114,95,39,20,1,1,5,1,0,0,0,0,205,180,66,52,30,11,4,1,3,3,5,4,1,1,14,7,25,9,2,1,1,0,59,49,8,6,900,458,Yes,No
2015-08-01,Hugo Viana,Guido Cannetti,Decision - Unanimous,Bantamweight,38,13,51,32,68,42,67,47,15,1,7,4,0,0,0,0,362,237,27,9,28,13,7,3,19,17,4,1,4,2,21,4,27,15,5,2,16,13,12,7,8,4,900,900,No,Yes
2015-07-25,TJ Dillashaw,Renan Barao,KO/TKO,UFC Bantamweight Title,212,117,181,62,273,170,185,65,5,0,5,0,0,0,0,0,337,9,172,84,129,31,22,19,37,19,18,14,15,12,179,93,155,50,32,23,26,12,1,1,0,0,1500,935,Yes,No
2015-07-25,Miesha Tate,Jessica Eye,Decision - Unanimous,Women's Bantamweight,122,58,143,56,148,84,168,81,4,1,0,0,2,0,0,0,368,6,100,38,121,38,17,15,4,2,5,5,18,16,96,36,131,48,3,2,12,8,23,20,0,0,900,900,Yes,No
2015-07-25,Edson Barboza,Paul Felder,Decision - Unanimous,Lightweight,135,64,150,47,135,64,153,50,1,0,1,0,0,0,0,0,0,18,78,19,114,22,29,22,15,9,28,23,21,16,135,64,147,45,0,0,3,2,0,0,0,0,900,900,Yes,No
2015-07-25,Joe Lauzon,Takanori Gomi,KO/TKO,Lightweight,26,15,24,7,39,25,24,7,1,1,0,0,0,0,0,0,67,0,26,15,16,2,0,0,8,5,0,0,0,0,15,4,24,7,0,0,0,0,11,11,0,0,900,157,Yes,No
2015-07-25,Gian Villante,Tom Lawlor,KO/TKO,Light Heavyweight,64,31,52,22,64,31,55,25,1,1,1,0,0,0,0,0,3,3,48,18,47,17,7,4,3,3,9,9,2,2,61,29,49,21,3,2,3,1,0,0,0,0,900,327,No,Yes
2015-07-25,Jim Miller,Danny Castillo,Decision - Split,Lightweight,110,45,103,35,127,61,120,51,3,2,6,0,0,0,0,0,130,140,78,21,82,22,14,8,11,5,18,16,10,8,103,42,98,33,5,1,2,0,2,2,3,2,900,900,Yes,No
2015-07-25,Kenny Robertson,Ben Saunders,Decision - Split,Welterweight,186,91,204,98,195,98,284,172,3,2,0,0,0,0,0,0,379,0,156,65,147,61,10,7,50,30,20,19,7,7,156,74,164,73,23,15,28,16,7,2,12,9,900,900,No,Yes
2015-07-25,Eddie Wineland,Bryan Caraway,Decision - Unanimous,Bantamweight,180,52,190,61,186,58,206,72,1,0,12,0,0,0,0,0,3,73,157,38,176,51,18,9,9,5,5,5,5,5,172,48,173,51,8,4,17,10,0,0,0,0,900,900,No,Yes
2015-07-25,Daron Cruickshank,James Krause,Submission,Lightweight,19,6,15,10,19,6,15,10,0,0,1,1,0,1,0,0,3,10,15,3,10,5,4,3,3,3,0,0,2,2,18,5,14,9,1,1,1,1,0,0,0,0,900,87,No,Yes
2015-07-25,Ramsey Nijem,Andrew Holbrook,Decision - Split,Lightweight,63,29,39,20,120,76,99,73,6,6,3,0,0,2,0,1,518,203,56,24,30,13,7,5,6,4,0,0,3,3,25,8,13,2,22,13,14,8,16,8,12,10,900,900,No,Yes
2015-07-25,Jessamyn Duke,Elizabeth Phillips,Decision - Unanimous,Women's Bantamweight,80,36,101,49,99,54,140,83,3,2,4,2,3,1,2,0,199,401,68,27,93,43,10,7,4,3,2,2,4,3,64,27,77,34,14,8,3,1,2,1,21,14,900,900,No,Yes
2015-07-25,Zak Cummings,Dominique Steele,KO/TKO,Middleweight,30,14,2,2,33,16,2,2,0,0,0,0,0,0,0,0,1,0,30,14,1,1,0,0,1,1,0,0,0,0,6,2,2,2,24,12,0,0,0,0,0,0,900,43,Yes,No
2015-07-18,Michael Bisping,Thales Leites,Decision - Split,Middleweight,277,115,194,79,281,117,197,80,0,0,4,1,0,0,0,0,35,58,229,73,156,49,10,6,15,9,38,36,23,21,270,108,179,73,5,5,15,6,2,2,0,0,1500,1500,Yes,No
2015-07-18,Ross Pearson,Evan Dunham,Decision - Unanimous,Lightweight,28,16,48,26,67,47,119,88,0,0,13,5,0,1,0,0,10,660,20,10,39,19,7,5,2,1,1,1,7,6,16,6,23,7,10,8,13,9,2,2,12,10,900,900,No,Yes
2015-07-18,Joe Duffy,Ivan Jorge,Submission,Lightweight,29,8,15,7,31,10,23,13,0,0,2,0,1,0,0,0,0,69,26,5,10,4,2,2,3,1,1,1,2,2,26,6,10,4,3,2,5,3,0,0,0,0,900,185,Yes,No
2015-07-18,Joanne Wood,Cortney Casey,Decision - Unanimous,Women's Strawweight,140,90,92,57,303,227,147,106,4,3,0,0,0,0,0,0,647,0,99,57,83,49,22,16,5,4,19,17,4,4,83,55,66,39,30,21,14,9,27,14,12,9,900,900,Yes,No
2015-07-18,Leon Edwards,Pawel Pawlak,Decision - Unanimous,Welterweight,71,36,78,24,110,73,120,65,4,0,4,0,0,0,0,0,423,20,60,28,58,10,9,6,18,12,2,2,2,2,54,23,69,20,5,3,8,4,12,10,1,0,900,900,Yes,No
2015-07-18,Stevie Ray,Leonardo Mafra,KO/TKO,Lightweight,41,19,40,23,41,19,41,24,0,0,0,0,0,0,0,0,2,0,35,16,19,8,4,1,7,3,2,2,14,12,35,15,37,22,2,1,3,1,4,3,0,0,900,150,Yes,No
2015-07-18,Paddy Holohan,Vaughan Lee,Decision - Unanimous,Flyweight,75,28,51,27,108,60,79,52,3,1,0,0,2,1,1,0,472,72,48,18,41,19,22,9,5,4,5,1,5,4,69,22,34,16,0,0,1,1,6,6,16,10,900,900,Yes,No
2015-07-18,Ilir Latifi,Hans Stringer,KO/TKO,Light Heavyweight,9,7,5,2,9,7,5,2,0,0,0,0,0,0,0,0,2,0,5,4,4,1,2,1,0,0,2,2,1,1,7,5,5,2,0,0,0,0,2,2,0,0,900,56,Yes,No
2015-07-18,Mickael Lebout,Teemu Packalen,Decision - Unanimous,Lightweight,85,43,61,35,112,68,70,41,1,0,11,3,0,1,2,0,413,194,61,24,54,28,12,10,6,6,12,9,1,1,69,32,49,28,0,0,1,0,16,11,11,7,900,900,Yes,No
2015-07-18,Robert Whiteford,Paul Redmond,KO/TKO,Featherweight,37,20,31,11,39,22,31,11,1,0,0,0,0,0,0,0,4,0,29,14,28,10,6,4,2,0,2,2,1,1,29,14,29,11,1,1,2,0,7,5,0,0,900,184,Yes,No
2015-07-18,Marcus Brimage,Jimmie Rivera,KO/TKO,Bantamweight,17,9,27,15,17,9,27,15,0,0,0,0,0,0,0,0,0,1,12,4,20,10,4,4,5,3,1,1,2,2,17,9,26,14,0,0,0,0,0,0,1,1,900,89,No,Yes
2015-07-18,Daniel Omielanczuk,Chris de la Rocha,KO/TKO,Heavyweight,20,15,12,1,20,15,12,1,0,0,0,0,0,0,0,0,0,2,19,14,11,1,0,0,0,0,1,1,1,0,18,14,12,1,0,0,0,0,2,1,0,0,900,48,Yes,No
2015-07-15,Frank Mir,Todd Duffee,KO/TKO,Heavyweight,37,16,24,9,37,16,24,9,0,0,0,0,0,0,0,0,1,5,36,15,22,8,1,1,2,1,0,0,0,0,18,8,21,7,17,7,3,2,2,1,0,0,1500,73,Yes,No
2015-07-15,Josh Thomson,Tony Ferguson,Decision - Unanimous,Lightweight,100,33,149,83,102,35,167,101,6,1,1,0,0,2,0,1,152,105,77,17,91,51,17,12,37,15,6,4,21,17,82,27,121,58,13,3,4,4,5,3,24,21,900,900,No,Yes
2015-07-15,Holly Holm,Marion Reneau,Decision - Unanimous,Women's Bantamweight,178,65,75,26,184,70,82,32,1,1,0,0,0,0,0,0,50,0,103,27,35,5,47,25,28,15,28,13,12,6,174,63,73,24,2,2,2,2,2,0,0,0,900,900,Yes,No
2015-07-15,Scott Jorgensen,Manvel Gamburyan,Decision - Unanimous,Bantamweight,74,36,95,42,94,56,128,65,2,1,13,5,0,2,1,0,91,288,62,24,72,26,7,7,11,8,5,5,12,8,59,26,74,31,12,8,9,6,3,2,12,5,900,900,No,Yes
2015-07-15,Kevin Lee,James Moontasri,Submission,Lightweight,28,9,18,6,28,9,18,6,2,1,0,0,1,0,0,0,68,6,20,4,12,1,8,5,2,1,0,0,4,4,27,8,18,6,1,1,0,0,0,0,0,0,900,176,Yes,No
2015-07-15,Alan Jouban,Matt Dwyer,Decision - Unanimous,Welterweight,104,51,117,29,116,63,122,34,1,1,1,0,0,0,0,0,173,14,73,31,98,23,18,11,15,4,13,9,4,2,74,36,101,22,15,7,11,6,15,8,5,1,900,900,Yes,No
2015-07-15,Sam Sicilia,Yaotzin Meza,Decision - Unanimous,Featherweight,41,12,37,18,66,33,60,39,2,2,9,1,4,1,0,0,506,90,35,10,25,10,5,1,3,3,1,1,9,5,27,3,35,16,7,3,2,2,7,6,0,0,900,900,Yes,No
2015-07-15,Jessica Andrade,Sarah Moras,Decision - Unanimous,Women's Bantamweight,90,50,56,18,206,158,61,23,4,3,8,0,0,1,0,0,547,39,74,36,52,16,11,9,1,0,5,5,3,2,46,17,52,15,0,0,4,3,44,33,0,0,900,900,Yes,No
2015-07-15,Rani Yahya,Masanori Kanehara,Decision - Split,Bantamweight,68,24,44,24,70,26,157,136,11,4,0,0,2,0,0,1,319,282,53,14,29,12,7,2,13,10,8,8,2,2,64,21,40,23,4,3,3,1,0,0,1,0,900,900,Yes,No
2015-07-15,Igor Araujo,Sean Strickland,Decision - Unanimous,Welterweight,82,39,169,71,92,48,188,87,3,0,3,3,0,2,0,0,18,329,37,11,156,61,27,14,8,6,18,14,5,4,70,34,100,32,12,5,30,17,0,0,39,22,900,900,No,Yes
2015-07-15,Kevin Casey,Ildemar Alcantara,Decision - Unanimous,Middleweight,86,41,66,20,111,64,67,20,3,1,0,0,0,0,1,0,238,20,60,26,55,11,14,5,11,9,12,10,0,0,67,25,63,17,1,1,2,2,18,15,1,1,900,900,Yes,No
2015-07-15,Andrew Craig,Lyman Good,KO/TKO,Welterweight,97,20,106,55,101,24,115,64,0,0,0,0,0,0,0,0,29,26,84,12,88,41,7,2,10,7,6,6,8,7,91,15,89,42,6,5,4,4,0,0,13,9,900,517,No,Yes
