card_date,red_name,blue_name,method,division,sig_str_total_red,sig_str_landed_red,sig_str_total_blue,sig_str_landed_blue,total_str_total_red,total_str_landed_red,total_str_total_blue,total_str_landed_blue,td_total_red,td_landed_red,td_total_blue,td_landed_blue,sub_att_red,sub_att_blue,rev_red,rev_blue,ctrl_red,ctrl_blue,head_str_total_red,head_str_landed_red,head_str_total_blue,head_str_landed_blue,body_str_total_red,body_str_landed_red,body_str_total_blue,body_str_landed_blue,leg_str_total_red,leg_str_landed_red,leg_str_total_blue,leg_str_landed_blue,distance_str_total_red,distance_str_landed_red,distance_str_total_blue,distance_str_landed_blue,clinch_str_total_red,clinch_str_landed_red,clinch_str_total_blue,clinch_str_landed_blue,ground_str_total_red,ground_str_landed_red,ground_str_total_blue,ground_str_landed_blue,max_bout_duration,actual_bout_duration,red_win,blue_win
2012-01-14,Rousimar Palhares,Mike Massenzio,Submission,Middleweight,8,4,6,0,8,4,6,0,1,0,0,0,1,0,0,0,1,2,3,0,5,0,0,0,0,0,5,4,1,0,7,4,6,0,1,0,0,0,0,0,0,0,900,63,Yes,No
2012-01-14,Edson Barboza,Terry Etim,KO/TKO,Lightweight,129,47,105,26,129,47,105,26,0,0,6,2,0,0,0,0,1,16,61,14,91,15,36,10,5,3,32,23,9,8,125,43,103,24,4,4,2,2,0,0,0,0,900,722,Yes,No
2012-01-14,Thiago Tavares,Sam Stout,Decision - Unanimous,Lightweight,128,50,172,45,136,57,179,52,11,2,0,0,0,0,0,0,144,21,92,22,137,18,30,24,27,22,6,4,8,5,127,49,165,40,1,1,7,5,0,0,0,0,900,900,Yes,No
2012-01-14,Gabriel Gonzaga,Ednaldo Oliveira,Submission,Heavyweight,7,2,14,0,9,4,14,0,2,2,0,0,1,0,0,0,81,0,5,0,12,0,2,2,2,0,0,0,0,0,6,1,14,0,0,0,0,0,1,1,0,0,900,202,Yes,No
2012-01-14,Iuri Alcantara,Michihiro Omigawa,Decision - Unanimous,Featherweight,137,60,48,24,181,101,107,74,0,0,4,1,2,0,0,1,259,171,121,46,42,20,15,13,6,4,1,1,0,0,121,44,47,23,2,2,1,1,14,14,0,0,900,900,Yes,No
2012-01-14,Ricardo Funch,Mike Pyle,KO/TKO,Welterweight,8,2,24,11,10,4,27,14,0,0,0,0,0,0,0,0,0,3,6,1,19,6,1,0,3,3,1,1,2,2,8,2,16,6,0,0,2,2,0,0,6,3,900,82,No,Yes
2012-01-14,Felipe Arantes,Antonio Carvalho,Decision - Unanimous,Featherweight,122,53,153,37,144,72,185,65,0,0,3,0,0,0,0,0,167,138,100,36,131,21,11,9,12,8,11,8,10,8,110,47,140,30,5,2,6,4,7,4,7,3,900,900,Yes,No
2011-12-30,Brock Lesnar,Alistair Overeem,KO/TKO,Heavyweight,18,6,24,19,20,8,25,20,1,0,0,0,0,0,0,0,0,16,14,3,16,11,1,1,8,8,3,2,0,0,17,5,4,4,1,1,11,11,0,0,9,4,1500,146,No,Yes
2011-12-30,Nate Diaz,Donald Cerrone,Decision - Unanimous,Lightweight,362,238,182,96,391,260,193,104,2,0,0,0,0,0,0,0,64,4,315,199,136,56,45,37,26,23,2,2,20,17,345,228,168,84,17,10,14,12,0,0,0,0,900,900,Yes,No
2011-12-30,Jon Fitch,Johny Hendricks,KO/TKO,Welterweight,1,0,2,2,1,0,2,2,0,0,0,0,0,0,0,0,0,2,1,0,2,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,900,12,No,Yes
2011-12-30,Vladimir Matyushenko,Alexander Gustafsson,KO/TKO,Light Heavyweight,8,5,21,10,11,7,26,14,0,0,0,0,0,0,0,0,0,4,7,4,17,7,1,1,1,1,0,0,3,2,8,5,15,6,0,0,0,0,0,0,6,4,900,133,No,Yes
2011-12-30,Nam Phan,Jimy Hettes,Decision - Unanimous,Featherweight,42,16,115,81,52,25,275,221,0,0,20,11,0,2,0,0,35,711,34,11,102,69,7,4,12,11,1,1,1,1,37,14,26,13,2,1,11,8,3,1,78,60,900,900,No,Yes
2011-12-30,Ross Pearson,Junior Assuncao,Decision - Unanimous,Featherweight,89,52,69,43,127,87,77,50,1,1,18,3,0,0,0,0,116,339,55,28,52,32,23,16,12,8,11,8,5,3,71,39,53,32,18,13,13,10,0,0,3,1,900,900,Yes,No
2011-12-30,Anthony Njokuani,Danny Castillo,Decision - Split,Lightweight,98,44,71,33,122,67,102,59,2,0,18,6,1,0,1,0,19,484,70,22,45,11,21,15,6,4,7,7,20,18,84,34,43,8,14,10,25,24,0,0,3,1,900,900,No,Yes
2011-12-30,Dong Hyun Kim,Sean Pierson,Decision - Unanimous,Welterweight,124,53,121,32,134,61,145,54,4,2,2,0,0,0,0,0,128,129,89,28,101,18,6,5,7,4,29,20,13,10,119,50,112,25,2,2,7,5,3,1,2,2,900,900,Yes,No
2011-12-30,Jacob Volkmann,Efrain Escudero,Decision - Unanimous,Lightweight,35,17,18,7,108,85,64,53,9,3,0,0,2,4,0,0,681,75,26,13,14,5,3,3,2,1,6,1,2,1,17,3,12,2,1,1,5,4,17,13,1,1,900,900,Yes,No
2011-12-30,Manvel Gamburyan,Diego Nunes,Decision - Unanimous,Featherweight,56,19,91,42,63,25,91,42,17,2,0,0,0,0,0,0,211,55,46,12,44,9,6,3,22,13,4,4,25,20,38,7,80,34,15,9,11,8,3,3,0,0,900,900,No,Yes
2011-12-10,Jon Jones,Lyoto Machida,Submission,UFC Light Heavyweight Title,53,24,38,13,55,26,38,13,2,1,1,0,1,0,0,0,87,0,21,6,29,7,13,6,4,2,19,12,5,4,40,14,35,13,9,7,3,0,4,3,0,0,1500,566,Yes,No
2011-12-10,Frank Mir,Antonio Rodrigo Nogueira,Submission,Heavyweight,8,6,27,21,9,7,48,42,2,1,1,0,1,1,1,1,73,110,3,1,22,16,3,3,5,5,2,2,0,0,2,0,12,6,6,6,12,12,0,0,3,3,900,218,Yes,No
2011-12-10,Tito Ortiz,Rogerio Nogueira,KO/TKO,Light Heavyweight,17,9,90,54,21,13,119,80,1,0,0,0,0,0,0,0,56,96,14,7,59,26,3,2,31,28,0,0,0,0,10,4,15,2,7,5,21,15,0,0,54,37,900,195,No,Yes
2011-12-10,Claude Patrick,Brian Ebersole,Decision - Split,Welterweight,47,28,39,23,84,65,74,53,3,0,12,2,3,0,0,0,85,539,27,13,24,14,16,14,6,2,4,1,9,7,15,3,21,9,32,25,14,10,0,0,4,4,900,900,No,Yes
2011-12-10,Mark Hominick,Chan Sung Jung,KO/TKO,Featherweight,1,0,10,6,1,0,10,6,0,0,0,0,0,0,0,0,0,3,1,0,10,6,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,8,5,900,7,No,Yes
2011-12-10,Krzysztof Soszynski,Igor Pokrajac,KO/TKO,Light Heavyweight,8,4,31,21,8,4,31,21,0,0,0,0,0,0,0,0,0,5,7,3,30,20,1,1,0,0,0,0,1,1,8,4,15,7,0,0,7,5,0,0,9,9,900,35,No,Yes
2011-12-10,Jared Hamman,Constantinos Philippou,KO/TKO,Middleweight,25,9,32,21,25,9,34,23,1,0,1,1,0,1,0,0,5,46,12,0,31,20,2,2,1,1,11,7,0,0,24,8,24,14,1,1,3,3,0,0,5,4,900,191,No,Yes
2011-12-10,John Makdessi,Dennis Hallman,Submission,Lightweight,0,0,32,20,0,0,54,40,0,0,3,1,0,1,0,0,0,166,0,0,32,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,900,178,No,Yes
2011-12-10,Walel Watson,Yves Jabouin,Decision - Split,Bantamweight,163,47,90,33,178,60,90,33,1,0,6,2,2,0,1,0,76,101,112,21,47,9,22,11,11,5,29,15,32,19,157,41,88,32,3,3,2,1,3,3,0,0,900,900,No,Yes
2011-12-10,Mark Bocek,Nik Lentz,Decision - Unanimous,Lightweight,85,46,31,10,143,102,145,123,7,5,0,0,0,3,0,0,701,45,59,23,27,9,19,16,3,1,7,7,1,0,25,12,26,5,7,7,4,4,53,27,1,1,900,900,Yes,No
2011-12-10,Rich Attonito,Jake Hecht,KO/TKO,Welterweight,27,17,47,33,56,42,59,44,2,1,1,0,0,0,0,0,244,13,22,13,38,27,4,3,5,3,1,1,4,3,6,4,16,6,1,0,2,1,20,13,29,26,900,370,No,Yes
2011-12-10,Mitch Clarke,John Cholish,KO/TKO,Lightweight,131,17,80,55,139,25,95,69,3,0,6,1,0,0,0,2,16,173,120,10,63,42,4,2,7,3,7,5,10,10,122,14,55,35,9,3,3,3,0,0,22,17,900,576,No,Yes
2011-12-03,Michael Bisping,Jason Miller,KO/TKO,Middleweight,192,102,119,27,244,150,131,38,0,0,11,1,0,0,0,0,192,149,174,86,106,17,14,12,11,8,4,4,2,2,137,65,105,20,17,11,11,4,38,26,3,3,1500,814,Yes,No
2011-12-03,Diego Brandao,Dennis Bermudez,Submission,Ultimate Fighter 14 Featherweight Tournament Title,39,19,78,25,43,23,84,31,1,1,1,1,1,0,0,0,26,61,27,10,75,22,8,7,3,3,4,2,0,0,33,15,43,11,4,2,8,4,2,2,27,10,900,291,Yes,No
2011-12-03,TJ Dillashaw,John Dodson,KO/TKO,Ultimate Fighter 14 Bantamweight Tournament Title,21,2,24,7,21,2,25,8,0,0,0,0,0,0,0,0,0,3,13,0,21,6,4,1,1,0,4,1,2,1,21,2,22,5,0,0,0,0,0,0,2,2,900,114,No,Yes
2011-12-03,Tony Ferguson,Yves Edwards,Decision - Unanimous,Lightweight,232,61,150,45,234,62,150,45,1,1,3,0,1,0,0,0,10,3,199,38,114,28,10,6,23,7,23,17,13,10,219,54,147,45,13,7,3,0,0,0,0,0,900,900,Yes,No
2011-12-03,Louis Gaudinot,Johnny Bedford,KO/TKO,Bantamweight,29,6,140,82,41,18,229,155,2,0,6,4,0,0,0,0,0,561,23,3,102,50,0,0,35,29,6,3,3,3,20,2,34,10,9,4,23,19,0,0,83,53,900,718,No,Yes
2011-12-03,Marcus Brimage,Stephen Bass,Decision - Unanimous,Featherweight,197,88,140,73,211,99,145,78,1,1,6,0,0,0,0,0,42,24,159,61,101,39,21,13,26,24,17,14,13,10,181,79,126,59,16,9,13,13,0,0,1,1,900,900,Yes,No
2011-12-03,Dustin Pague,John Albert,KO/TKO,Bantamweight,10,3,34,21,10,3,49,36,0,0,0,0,0,0,0,0,0,47,7,1,29,19,2,1,4,1,1,1,1,1,10,3,17,7,0,0,0,0,0,0,17,14,900,69,No,Yes
2011-12-03,Roland Delorme,Josh Ferguson,Submission,Bantamweight,53,36,58,34,104,86,80,50,5,2,1,0,2,0,1,1,88,299,32,16,48,25,16,15,8,7,5,5,2,2,37,21,51,27,8,8,2,2,8,7,5,5,900,622,Yes,No
2011-12-03,Steven Siler,Josh Clopton,Decision - Unanimous,Featherweight,133,72,62,43,196,133,105,84,1,0,6,4,2,0,0,0,23,465,92,36,36,18,33,30,13,13,8,6,13,12,72,22,33,17,61,50,22,20,0,0,7,6,900,900,Yes,No
2011-12-03,Bryan Caraway,Dustin Neace,Submission,Featherweight,53,23,55,18,65,32,72,35,3,3,1,0,1,1,0,0,185,55,41,13,47,10,4,2,4,4,8,8,4,4,52,22,51,15,0,0,1,0,1,1,3,3,900,518,Yes,No
2011-11-19,Mauricio Rua,Dan Henderson,Decision - Unanimous,Light Heavyweight,194,96,141,77,293,191,179,113,10,5,4,1,1,1,0,2,546,265,172,80,119,55,10,8,16,16,12,8,6,6,103,43,79,33,34,19,40,27,57,34,22,17,1500,1500,No,Yes
2011-11-19,Wanderlei Silva,Cung Le,KO/TKO,Middleweight,104,43,81,32,112,51,81,32,0,0,1,0,0,0,0,0,13,0,88,31,54,13,10,8,19,12,6,4,8,7,83,30,79,32,20,13,2,0,1,0,0,0,900,589,Yes,No
2011-11-19,Urijah Faber,Brian Bowles,Submission,Bantamweight,61,36,68,13,69,44,69,14,1,1,0,0,1,0,1,0,139,0,54,31,61,7,5,3,6,5,2,2,1,1,36,17,66,12,1,1,2,1,24,18,0,0,900,387,Yes,No
2011-11-19,Rick Story,Martin Kampmann,Decision - Split,Welterweight,170,61,147,38,183,73,165,55,3,1,9,3,0,1,0,0,37,295,137,39,139,34,33,22,7,4,0,0,1,0,145,47,127,29,25,14,16,5,0,0,4,4,900,900,No,Yes
2011-11-19,Stephan Bonnar,Kyle Kingsbury,Decision - Unanimous,Light Heavyweight,74,36,53,31,183,133,60,38,6,4,0,0,1,0,0,0,635,58,51,18,33,15,14,11,9,7,9,7,11,9,36,12,37,19,19,15,16,12,19,9,0,0,900,900,Yes,No
2011-11-19,Ryan Bader,Jason Brilz,KO/TKO,Light Heavyweight,14,6,13,1,14,6,13,1,0,0,0,0,0,0,0,0,1,0,13,6,12,1,0,0,0,0,1,0,1,0,14,6,13,1,0,0,0,0,0,0,0,0,900,77,Yes,No
2011-11-19,Michael McDonald,Alex Soto,KO/TKO,Bantamweight,24,12,8,6,24,12,8,6,0,0,0,0,0,0,0,0,7,0,22,11,4,3,2,1,2,1,0,0,2,2,16,6,8,6,1,0,0,0,7,6,0,0,900,56,Yes,No
2011-11-19,Tom Lawlor,Chris Weidman,Submission,Middleweight,7,2,6,3,7,2,6,3,0,0,1,1,0,1,0,0,0,87,7,2,4,2,0,0,2,1,0,0,0,0,7,2,6,3,0,0,0,0,0,0,0,0,900,127,No,Yes
2011-11-19,Gleison Tibau,Rafael Dos Anjos,Decision - Split,Lightweight,128,56,96,25,136,64,110,39,4,2,8,0,0,0,0,0,103,121,117,45,77,13,10,10,9,6,1,1,10,6,123,53,85,18,4,3,11,7,1,0,0,0,900,900,Yes,No
2011-11-19,Miguel Torres,Nick Pace,Decision - Unanimous,Bantamweight,122,64,69,31,212,150,79,41,1,0,3,1,0,0,0,0,203,185,77,23,40,7,21,20,18,14,24,21,11,10,99,41,52,17,23,23,15,13,0,0,2,1,900,900,Yes,No
2011-11-19,Matt Brown,Seth Baczynski,Submission,Welterweight,34,19,49,17,43,28,55,22,1,1,5,1,0,1,1,0,56,163,15,4,41,14,15,13,4,3,4,2,4,0,22,8,34,8,12,11,13,7,0,0,2,2,900,342,No,Yes
2011-11-19,Danny Castillo,Shamar Bailey,KO/TKO,Lightweight,34,22,4,3,61,45,23,21,3,3,0,0,0,0,0,0,276,0,29,17,4,3,4,4,0,0,1,1,0,0,2,2,1,0,0,0,1,1,32,20,2,2,900,292,Yes,No
2011-11-12,Cain Velasquez,Junior Dos Santos,KO/TKO,UFC Heavyweight Title,14,7,13,8,14,7,19,12,1,0,0,0,0,0,0,0,0,8,9,3,10,6,0,0,3,2,5,4,0,0,14,7,8,4,0,0,0,0,0,0,5,4,1500,64,No,Yes
2011-11-12,Clay Guida,Benson Henderson,Decision - Unanimous,Lightweight,40,11,89,40,65,35,158,102,9,2,7,2,4,0,0,0,169,447,27,4,56,16,11,5,30,23,2,2,3,1,25,6,37,7,15,5,38,21,0,0,14,12,900,900,No,Yes
2011-11-12,Dustin Poirier,Pablo Garza,Submission,Featherweight,47,17,34,14,63,31,44,24,1,1,2,0,1,1,0,0,175,0,41,14,12,1,3,1,10,5,3,2,12,8,27,9,28,13,3,3,6,1,17,5,0,0,900,392,Yes,No
2011-11-12,Cub Swanson,Ricardo Lamas,Submission,Featherweight,43,17,30,9,47,20,38,17,1,1,4,2,1,1,0,0,42,174,29,10,20,2,4,2,6,6,10,5,4,1,40,15,20,3,1,0,0,0,2,2,10,6,900,436,No,Yes
2011-11-12,DaMarques Johnson,Clay Harvison,KO/TKO,Welterweight,20,6,21,6,20,6,21,6,0,0,0,0,0,0,0,0,2,0,20,6,17,2,0,0,0,0,0,0,4,4,19,5,21,6,0,0,0,0,1,1,0,0,900,94,Yes,No
2011-11-12,Norifumi Yamamoto,Darren Uyenoyama,Decision - Unanimous,Bantamweight,28,15,18,15,40,27,100,84,4,1,3,2,0,1,1,1,250,348,19,7,9,7,7,6,7,6,2,2,2,2,22,10,8,5,3,3,3,3,3,2,7,7,900,900,No,Yes
2011-11-12,Alex Caceres,Cole Escovedo,Decision - Unanimous,Bantamweight,174,102,58,24,182,110,63,28,0,0,4,2,1,0,0,0,51,116,126,59,33,8,34,31,15,11,14,12,10,5,163,93,56,24,7,6,2,0,4,3,0,0,900,900,Yes,No
2011-11-12,Mike Pierce,Paul Bradley,Decision - Split,Welterweight,144,75,145,63,206,133,155,69,1,0,4,0,0,0,0,0,36,63,116,51,124,46,14,14,11,10,14,10,10,7,127,59,130,51,14,13,15,12,3,3,0,0,900,900,Yes,No
2011-11-12,Aaron Rosa,Matt Lucas,Decision - Majority,Light Heavyweight,99,59,39,19,311,256,75,48,0,0,10,1,0,0,0,0,52,412,63,25,39,19,31,29,0,0,5,5,0,0,55,18,34,14,44,41,4,4,0,0,1,1,900,900,Yes,No
2011-11-05,Chris Leben,Mark Munoz,KO/TKO,Middleweight,35,12,74,39,88,61,92,55,2,2,9,5,2,0,0,0,86,376,30,8,56,22,3,3,17,16,2,1,1,1,17,4,11,5,11,6,9,5,7,2,54,29,1500,600,No,Yes
2011-11-05,Brad Pickett,Renan Barao,Submission,Bantamweight,56,10,98,37,56,10,99,38,0,0,1,0,0,1,0,0,0,46,50,9,82,29,6,1,9,3,0,0,7,5,56,10,84,33,0,0,0,0,0,0,14,4,900,249,No,Yes
2011-11-05,Thiago Alves,Papy Abedi,Submission,Welterweight,45,25,38,14,51,30,39,15,0,0,0,0,1,0,0,0,31,40,35,17,32,9,3,3,5,4,7,5,1,1,30,12,32,9,1,1,6,5,14,12,0,0,900,212,Yes,No
2011-11-05,Cyrille Diabate,Anthony Perosh,Submission,Light Heavyweight,37,17,38,17,49,27,43,20,0,0,6,2,0,3,0,0,15,245,27,9,38,17,9,8,0,0,1,0,0,0,31,13,13,2,0,0,0,0,6,4,25,15,900,489,No,Yes
2011-11-05,Terry Etim,Edward Faaloloto,Submission,Lightweight,6,5,3,0,6,5,3,0,0,0,0,0,1,0,0,0,0,8,4,3,3,0,1,1,0,0,1,1,0,0,6,5,3,0,0,0,0,0,0,0,0,0,900,17,Yes,No
2011-11-05,John Maguire,Justin Edwards,Decision - Unanimous,Welterweight,38,27,64,28,88,70,87,45,9,6,2,0,2,1,1,0,556,116,28,18,40,13,7,6,20,12,3,3,4,3,17,9,29,11,10,9,21,12,11,9,14,5,900,900,Yes,No
2011-11-05,Rob Broughton,Philip De Fries,Decision - Unanimous,Heavyweight,40,29,23,14,120,102,52,41,0,0,5,3,2,0,1,0,161,659,26,15,22,13,11,11,1,1,3,3,0,0,14,4,10,6,4,4,0,0,22,21,13,8,900,900,No,Yes
2011-11-05,Michihiro Omigawa,Jason Young,Decision - Unanimous,Featherweight,59,25,115,32,94,56,123,40,10,4,3,2,3,0,1,0,488,50,53,20,101,23,3,2,5,3,3,3,9,6,34,8,97,24,7,5,15,7,18,12,3,1,900,900,Yes,No
2011-11-05,Chris Cope,Che Mills,KO/TKO,Welterweight,10,1,16,11,10,1,16,11,1,0,0,0,0,0,0,0,0,7,7,0,14,9,0,0,0,0,3,1,2,2,10,1,7,6,0,0,2,2,0,0,7,3,900,40,No,Yes
2011-11-05,Chris Cariaso,Vaughan Lee,Decision - Split,Bantamweight,89,52,56,29,116,79,128,101,3,2,9,4,1,2,0,0,381,337,68,35,33,10,16,14,12,9,5,3,11,10,43,21,31,11,23,17,19,15,23,14,6,3,900,900,Yes,No
2011-10-29,BJ Penn,Nick Diaz,Decision - Unanimous,Welterweight,164,88,350,178,184,107,436,257,4,1,0,0,0,0,0,0,87,203,149,76,296,136,15,12,51,39,0,0,3,3,140,71,309,150,20,15,41,28,4,2,0,0,900,900,No,Yes
2011-10-29,Cheick Kongo,Matt Mitrione,Decision - Unanimous,Heavyweight,126,44,55,21,159,70,58,22,2,2,0,0,0,0,0,0,330,2,90,23,46,15,13,7,5,2,23,14,4,4,104,26,54,20,8,6,1,1,14,12,0,0,900,900,Yes,No
2011-10-29,Mirko Filipovic,Roy Nelson,KO/TKO,Heavyweight,59,30,75,32,66,37,116,70,1,0,2,2,0,0,0,0,26,255,51,23,69,28,8,7,6,4,0,0,0,0,36,14,50,11,23,16,4,3,0,0,21,18,900,690,No,Yes
2011-10-29,Scott Jorgensen,Jeff Curran,Decision - Unanimous,Bantamweight,103,42,126,41,147,84,156,67,5,5,3,0,0,1,0,0,467,38,85,27,97,22,8,6,21,13,10,9,8,6,72,24,110,31,20,11,9,6,11,7,7,4,900,900,Yes,No
2011-10-29,Hatsu Hioki,George Roop,Decision - Split,Featherweight,49,24,104,35,84,58,164,90,7,2,2,2,0,0,0,0,411,213,35,13,78,20,9,6,18,11,5,5,8,4,32,11,84,22,8,6,14,9,9,7,6,4,900,900,Yes,No
2011-10-29,Dennis Siver,Donald Cerrone,Submission,Lightweight,21,12,23,9,23,14,23,9,2,0,0,0,0,1,0,0,38,10,13,6,16,5,3,3,3,2,5,3,4,2,17,10,16,7,4,2,6,1,0,0,1,1,900,142,No,Yes
2011-10-29,Tyson Griffin,Bart Palaszewski,KO/TKO,Featherweight,21,6,66,17,21,6,66,17,0,0,0,0,0,0,0,0,0,0,15,1,63,16,2,1,1,0,4,4,2,1,21,6,66,17,0,0,0,0,0,0,0,0,900,165,No,Yes
2011-10-29,Brandon Vera,Eliot Marshall,Decision - Unanimous,Light Heavyweight,65,33,55,21,88,55,115,79,2,1,3,1,0,2,0,0,430,130,26,8,44,13,11,6,9,8,28,19,2,0,44,18,32,8,11,9,14,9,10,6,9,4,900,900,Yes,No
2011-10-29,Ramsey Nijem,Danny Downes,Decision - Unanimous,Lightweight,77,59,27,6,190,163,43,22,14,8,0,0,4,0,0,0,764,31,68,50,25,4,4,4,2,2,5,5,0,0,31,21,26,5,7,7,1,1,39,31,0,0,900,900,Yes,No
2011-10-29,Chris Camozzi,Francis Carmont,Decision - Unanimous,Middleweight,47,22,74,51,85,56,107,82,5,0,6,3,1,0,0,0,360,284,27,9,41,23,5,4,25,20,15,9,8,8,35,13,33,16,12,9,25,23,0,0,16,12,900,900,No,Yes
2011-10-29,Dustin Jacoby,Clifford Starks,Decision - Unanimous,Middleweight,72,18,82,26,89,35,147,81,0,0,3,3,0,0,0,0,0,352,67,14,76,23,4,4,6,3,1,0,0,0,71,17,65,19,1,1,1,0,0,0,16,7,900,900,No,Yes
2011-10-08,Frankie Edgar,Gray Maynard,KO/TKO,UFC Lightweight Title,176,61,170,42,179,64,180,52,11,0,2,0,0,0,0,0,15,16,137,39,158,36,22,9,9,4,17,13,3,2,168,57,153,32,4,1,14,8,4,3,3,2,1500,1134,Yes,No
2011-10-08,Jose Aldo,Kenny Florian,Decision - Unanimous,UFC Featherweight Title,115,51,128,40,131,66,165,69,0,0,19,1,0,0,0,0,351,367,93,38,78,11,10,5,27,13,12,8,23,16,97,37,106,25,10,8,22,15,8,6,0,0,1500,1500,Yes,No
2011-10-08,Chael Sonnen,Brian Stann,Submission,Middleweight,38,28,8,2,125,106,33,24,6,4,0,0,1,0,0,0,472,18,21,14,6,0,16,14,1,1,1,0,1,1,3,0,5,1,7,6,3,1,28,22,0,0,900,531,Yes,No
2011-10-08,Leonard Garcia,Nam Phan,Decision - Unanimous,Featherweight,374,100,339,174,382,107,360,195,2,0,1,1,0,0,0,0,26,93,321,56,289,131,28,19,49,43,25,25,1,0,371,99,337,173,3,1,0,0,0,0,2,1,900,900,No,Yes
2011-10-08,Melvin Guillard,Joe Lauzon,Submission,Lightweight,6,3,6,2,6,3,6,2,0,0,0,0,0,1,0,0,0,19,5,2,6,2,1,1,0,0,0,0,0,0,6,3,6,2,0,0,0,0,0,0,0,0,900,47,No,Yes
2011-10-08,Demian Maia,Jorge Santiago,Decision - Unanimous,Middleweight,67,24,56,18,159,95,70,29,11,4,1,0,0,0,0,0,553,29,58,16,45,9,6,5,3,2,3,3,8,7,45,10,52,16,7,5,4,2,15,9,0,0,900,900,Yes,No
2011-10-08,Anthony Pettis,Jeremy Stephens,Decision - Split,Lightweight,47,21,47,17,117,89,96,65,9,6,8,3,0,0,0,1,411,209,34,9,30,5,2,1,6,5,11,11,11,7,40,16,42,14,6,5,2,2,1,0,3,1,900,900,Yes,No
2011-10-08,Joey Beltran,Stipe Miocic,Decision - Unanimous,Heavyweight,152,52,142,68,182,80,180,103,2,1,7,4,0,0,0,0,56,365,130,36,109,38,14,11,11,9,8,5,22,21,126,36,107,44,14,9,16,12,12,7,19,12,900,900,No,Yes
2011-10-08,Zhang Tiequan,Darren Elkins,Decision - Unanimous,Featherweight,18,2,49,27,18,2,218,175,0,0,6,1,3,3,0,0,45,789,18,2,45,24,0,0,4,3,0,0,0,0,17,2,13,2,0,0,0,0,1,0,36,25,900,900,No,Yes
2011-10-08,Aaron Simpson,Eric Schafer,Decision - Unanimous,Middleweight,140,58,102,14,145,63,107,17,0,0,0,0,0,0,0,0,30,0,109,41,100,13,31,17,2,1,0,0,0,0,111,43,97,11,24,13,5,3,5,2,0,0,900,900,Yes,No
2011-10-08,Steve Cantwell,Mike Massenzio,Decision - Unanimous,Middleweight,164,56,164,78,184,76,167,80,0,0,11,1,1,0,0,0,10,208,110,21,152,69,47,33,10,7,7,2,2,2,144,38,152,73,12,10,11,5,8,8,1,0,900,900,No,Yes
2011-10-01,Dominick Cruz,Demetrious Johnson,Decision - Unanimous,UFC Bantamweight Title,120,60,177,63,226,146,273,145,19,10,6,1,1,0,0,0,761,177,83,26,129,28,30,27,32,24,7,7,16,11,88,30,152,45,25,25,25,18,7,5,0,0,1500,1500,Yes,No
2011-10-01,Pat Barry,Stefan Struve,Submission,Heavyweight,45,30,82,31,45,30,82,31,0,0,0,0,0,1,0,0,24,3,19,8,55,10,4,4,12,10,22,18,15,11,44,29,81,30,0,0,1,1,1,1,0,0,900,502,No,Yes
2011-10-01,Anthony Johnson,Charlie Brenneman,KO/TKO,Welterweight,20,16,2,1,43,38,2,1,0,0,1,0,0,0,0,0,134,0,14,10,1,0,4,4,1,1,2,2,0,0,6,3,2,1,0,0,0,0,14,13,0,0,900,169,Yes,No
2011-10-01,Matt Wiman,Mac Danzig,Decision - Unanimous,Lightweight,141,93,107,66,169,119,255,193,7,2,6,2,1,1,1,0,245,297,105,58,95,54,20,19,12,12,16,16,0,0,80,44,83,44,55,44,23,21,6,5,1,1,900,900,Yes,No
2011-10-01,Yves Edwards,Rafaello Oliveira,KO/TKO,Lightweight,108,42,117,22,121,55,124,28,0,0,3,0,0,0,0,0,35,43,89,29,92,14,14,10,18,4,5,3,7,4,82,21,113,21,13,9,4,1,13,12,0,0,900,464,Yes,No
2011-10-01,Michael Johnson,Paul Sass,Submission,Lightweight,26,8,16,2,27,9,16,2,0,0,3,0,0,3,0,0,37,5,23,6,16,2,1,0,0,0,2,2,0,0,25,7,16,2,0,0,0,0,1,1,0,0,900,180,No,Yes
2011-10-01,Mike Easton,Byron Bloodworth,KO/TKO,Bantamweight,84,31,77,17,89,36,81,21,0,0,3,0,0,0,0,0,58,44,54,11,64,9,9,6,5,2,21,14,8,6,68,15,74,16,12,12,3,1,4,4,0,0,900,592,Yes,No
2011-10-01,Shane Roller,TJ Grant,Submission,Lightweight,60,10,64,24,61,11,104,64,3,1,2,2,2,3,2,1,165,298,60,10,59,20,0,0,1,0,0,0,4,4,56,9,50,17,4,1,4,2,0,0,10,5,900,732,No,Yes
2011-10-01,Josh Neer,Keith Wisniewski,TKO - Doctor's Stoppage,Welterweight,159,93,83,41,200,133,83,41,0,0,2,0,1,0,0,0,42,220,138,73,61,22,15,15,21,19,6,5,1,0,103,50,53,18,56,43,30,23,0,0,0,0,900,600,Yes,No
2011-10-01,Walel Watson,Joseph Sandoval,KO/TKO,Bantamweight,28,9,3,0,28,9,3,0,0,0,0,0,0,0,0,0,4,0,24,6,3,0,1,0,0,0,3,3,0,0,26,8,3,0,0,0,0,0,2,1,0,0,900,77,Yes,No
