card_date,card_name,red_name,blue_name,winner_name,loser_name,winner_color,loser_color,match_result,num_rounds,time,method,time_format,referee_name,division,sig_str_total_red,sig_str_landed_red,sig_str_total_blue,sig_str_landed_blue,total_str_total_red,total_str_landed_red,total_str_total_blue,total_str_landed_blue,td_total_red,td_landed_red,td_total_blue,td_landed_blue,sub_att_red,sub_att_blue,rev_red,rev_blue,ctrl_red,ctrl_blue,head_str_total_red,head_str_landed_red,head_str_total_blue,head_str_landed_blue,body_str_total_red,body_str_landed_red,body_str_total_blue,body_str_landed_blue,leg_str_total_red,leg_str_landed_red,leg_str_total_blue,leg_str_landed_blue,distance_str_total_red,distance_str_landed_red,distance_str_total_blue,distance_str_landed_blue,clinch_str_total_red,clinch_str_landed_red,clinch_str_total_blue,clinch_str_landed_blue,ground_str_total_red,ground_str_landed_red,ground_str_total_blue,ground_str_landed_blue
"August 06, 2016",UFC Fight Night: Rodriguez vs. Caceres,Thales Leites,Chris Camozzi,Thales Leites,Chris Camozzi,red,blue,W/L,3,2:58,Submission,3,Dan Miragliotta,Middleweight,53,36,15,8,82,58,18,11,11,5,0,0,1,0,0,0,11:21,0:22,53,36,12,5,0,0,1,1,0,0,2,2,7,0,13,6,20,14,1,1,26,22,1,1
"August 06, 2016",UFC Fight Night: Rodriguez vs. Caceres,Santiago Ponzinibbio,Zak Cummings,Santiago Ponzinibbio,Zak Cummings,red,blue,W/L,3,5:00,Decision - Unanimous,3,Herb Dean,Welterweight,126,58,152,35,128,60,152,35,0,0,5,1,0,0,0,0,0:00,0:09,117,50,135,23,2,2,12,8,7,6,5,4,123,55,151,35,3,3,1,0,0,0,0,0
"August 06, 2016",UFC Fight Night: Rodriguez vs. Caceres,Trevor Smith,Joseph Gigliotti,Trevor Smith,Joseph Gigliotti,red,blue,W/L,3,5:00,Decision - Unanimous,3,Dan Miragliotta,Middleweight,69,42,31,15,137,105,40,24,6,4,1,1,2,1,0,0,12:46,0:58,63,38,26,10,4,2,5,5,2,2,0,0,17,3,19,6,13,10,10,8,39,29,2,1
"August 06, 2016",UFC Fight Night: Rodriguez vs. Caceres,Maryna Moroz,Danielle Taylor,Maryna Moroz,Danielle Taylor,red,blue,W/L,3,5:00,Decision - Split,3,Herb Dean,Women's Strawweight,251,17,102,17,251,17,102,17,0,0,1,1,0,0,0,0,0:00,0:01,238,13,84,7,7,1,3,0,6,3,15,10,251,17,102,17,0,0,0,0,0,0,0,0
"August 06, 2016",UFC Fight Night: Rodriguez vs. Caceres,Court McGee,Dominique Steele,Court McGee,Dominique Steele,red,blue,W/L,3,5:00,Decision - Unanimous,3,Dan Miragliotta,Welterweight,39,15,65,23,82,55,88,45,15,4,1,0,1,0,0,0,7:06,1:32,28,9,56,18,9,4,9,5,2,2,0,0,30,7,52,15,9,8,13,8,0,0,0,0
"August 06, 2016",UFC Fight Night: Rodriguez vs. Caceres,Viktor Pesta,Marcin Tybura,Marcin Tybura,Viktor Pesta,blue,red,W/L,2,0:53,KO/TKO,3,John McCarthy,Heavyweight,42,3,62,15,43,4,67,20,2,0,0,0,0,0,0,0,0:29,0:15,41,2,54,11,1,1,5,2,0,0,3,2,41,3,59,14,1,0,3,1,0,0,0,0
"August 06, 2016",UFC Fight Night: Rodriguez vs. Caceres,David Teymur,Jason Novelli,David Teymur,Jason Novelli,red,blue,W/L,2,1:25,KO/TKO,3,Herb Dean,Lightweight,61,26,28,8,61,26,29,9,1,0,0,0,0,0,0,0,0:02,0:23,40,10,18,3,6,5,5,2,15,11,5,3,58,26,25,7,3,0,3,1,0,0,0,0
"August 06, 2016",UFC Fight Night: Rodriguez vs. Caceres,Teruto Ishihara,Horacio Gutierrez,Teruto Ishihara,Horacio Gutierrez,red,blue,W/L,1,2:32,KO/TKO,3,Dave Seljestad,Featherweight,25,13,18,5,25,13,18,5,1,0,0,0,0,0,0,0,0:06,0:00,17,7,14,1,5,3,0,0,3,3,4,4,19,8,18,5,0,0,0,0,6,5,0,0
"August 06, 2016",UFC Fight Night: Rodriguez vs. Caceres,Cub Swanson,Tatsuya Kawajiri,Cub Swanson,Tatsuya Kawajiri,red,blue,W/L,3,5:00,Decision - Unanimous,3,John McCarthy,Featherweight,109,67,101,23,133,91,132,51,1,1,12,3,1,0,0,1,2:02,5:27,92,51,82,12,11,10,8,2,6,6,11,9,77,38,85,19,9,8,3,2,23,21,13,2
"August 06, 2016",UFC Fight Night: Rodriguez vs. Caceres,Chase Sherman,Justin Ledet,Justin Ledet,Chase Sherman,blue,red,W/L,3,5:00,Decision - Unanimous,3,Dave Seljestad,Heavyweight,166,59,230,113,167,60,231,114,0,0,0,0,0,0,0,0,0:00,0:00,120,26,228,111,14,7,2,2,32,26,0,0,164,58,226,110,2,1,4,3,0,0,0,0
"July 30, 2016",UFC 201: Lawler vs. Woodley,Robbie Lawler,Tyron Woodley,Tyron Woodley,Robbie Lawler,blue,red,W/L,1,2:12,KO/TKO,5,Dan Miragliotta,UFC Welterweight Title,6,3,11,8,7,4,11,8,0,0,0,0,0,0,0,0,0:00,0:19,1,0,9,7,5,3,2,1,0,0,0,0,5,2,6,3,1,1,0,0,0,0,5,5
"July 30, 2016",UFC 201: Lawler vs. Woodley,Rose Namajunas,Karolina Kowalkiewicz,Karolina Kowalkiewicz,Rose Namajunas,blue,red,W/L,3,5:00,Decision - Split,3,Blake Grice,Women's Strawweight,145,70,242,84,149,74,293,128,6,2,0,0,0,0,0,0,2:26,2:18,123,52,185,44,13,10,38,29,9,8,19,11,116,50,174,36,25,16,56,41,4,4,12,7
"July 30, 2016",UFC 201: Lawler vs. Woodley,Matt Brown,Jake Ellenberger,Jake Ellenberger,Matt Brown,blue,red,W/L,1,1:46,KO/TKO,3,Marc Goddard,Welterweight,17,7,34,21,17,7,43,29,1,0,0,0,0,0,0,0,0:00,0:41,15,5,31,18,2,2,2,2,0,0,1,1,15,5,15,7,2,2,0,0,0,0,19,14
"July 30, 2016",UFC 201: Lawler vs. Woodley,Francisco Rivera,Erik Perez,Erik Perez,Francisco Rivera,blue,red,W/L,3,5:00,Decision - Unanimous,3,George Allen,Bantamweight,158,55,156,54,163,59,259,147,0,0,6,2,0,0,0,0,0:01,5:00,138,39,115,20,12,8,30,23,8,8,11,11,151,52,134,37,5,2,8,4,2,1,14,13
"July 30, 2016",UFC 201: Lawler vs. Woodley,Ryan Benoit,Fredy Serrano,Ryan Benoit,Fredy Serrano,red,blue,W/L,3,5:00,Decision - Split,3,Blake Grice,Flyweight,58,31,60,22,76,45,116,67,1,0,14,5,0,0,0,0,1:25,4:59,38,15,50,14,9,8,8,8,11,8,2,0,40,21,52,18,12,8,6,2,6,2,2,2
"July 30, 2016",UFC 201: Lawler vs. Woodley,Nikita Krylov,Ed Herman,Nikita Krylov,Ed Herman,red,blue,W/L,2,0:40,KO/TKO,3,Marc Goddard,Light Heavyweight,118,60,55,26,128,70,65,36,0,0,1,1,0,0,0,0,0:55,0:25,80,35,47,20,26,15,6,4,12,10,2,2,106,50,43,20,12,10,12,6,0,0,0,0
"July 30, 2016",UFC 201: Lawler vs. Woodley,Ross Pearson,Jorge Masvidal,Jorge Masvidal,Ross Pearson,blue,red,W/L,3,5:00,Decision - Unanimous,3,Blake Grice,Welterweight,138,52,256,113,139,53,277,130,2,2,1,1,0,0,0,0,0:30,0:36,79,14,219,84,35,19,23,18,24,19,14,11,136,51,221,92,2,1,10,8,0,0,25,13
"July 30, 2016",UFC 201: Lawler vs. Woodley,Anthony Hamilton,Damian Grabowski,Anthony Hamilton,Damian Grabowski,red,blue,W/L,1,0:14,KO/TKO,3,George Allen,Heavyweight,16,9,3,1,18,11,4,2,0,0,0,0,0,0,0,0,0:02,0:00,15,8,3,1,1,1,0,0,0,0,0,0,6,3,2,0,10,6,1,1,0,0,0,0
"July 30, 2016",UFC 201: Lawler vs. Woodley,Wilson Reis,Hector Sandoval,Wilson Reis,Hector Sandoval,red,blue,W/L,1,1:49,Submission,3,Dan Miragliotta,Flyweight,8,4,13,5,17,12,16,8,5,3,0,0,1,0,0,1,1:05,0:07,7,3,11,3,0,0,1,1,1,1,1,1,8,4,11,5,0,0,2,0,0,0,0,0
"July 30, 2016",UFC 201: Lawler vs. Woodley,Michael Graves,Bojan Velickovic,None,None,none,none,D,3,5:00,Decision - Majority,3,George Allen,Welterweight,20,9,57,17,40,27,107,60,6,3,2,1,0,0,0,0,7:04,1:23,14,4,31,3,4,3,6,4,2,2,20,10,15,5,53,15,1,1,4,2,4,3,0,0
"July 30, 2016",UFC 201: Lawler vs. Woodley,Cesar Arzamendia,Damien Brown,Damien Brown,Cesar Arzamendia,blue,red,W/L,1,2:27,KO/TKO,3,Marc Goddard,Lightweight,27,17,42,22,27,17,46,25,0,0,0,0,1,0,0,0,0:03,0:51,21,11,40,20,5,5,1,1,1,1,1,1,23,14,19,8,4,3,4,2,0,0,19,12
"July 23, 2016",UFC on FOX: Holm vs. Shevchenko,Holly Holm,Valentina Shevchenko,Valentina Shevchenko,Holly Holm,blue,red,W/L,5,5:00,Decision - Unanimous,5,Robert Madrigal,Women's Bantamweight,211,54,185,87,231,73,217,119,0,0,7,3,0,0,0,0,1:45,2:43,139,20,120,44,29,11,13,3,43,23,52,40,207,50,178,83,4,4,3,1,0,0,4,3
"July 23, 2016",UFC on FOX: Holm vs. Shevchenko,Edson Barboza,Gilbert Melendez,Edson Barboza,Gilbert Melendez,red,blue,W/L,3,5:00,Decision - Unanimous,3,John McCarthy,Lightweight,136,56,129,39,144,63,135,42,1,1,5,0,0,0,0,0,0:38,0:04,84,23,120,35,22,10,7,3,30,23,2,1,127,52,125,36,0,0,2,1,9,4,2,2
"July 23, 2016",UFC on FOX: Holm vs. Shevchenko,Francis Ngannou,Bojan Mihajlovic,Francis Ngannou,Bojan Mihajlovic,red,blue,W/L,1,1:34,KO/TKO,3,Herb Dean,Heavyweight,20,8,6,3,21,9,6,3,0,0,1,0,0,0,0,0,0:06,0:00,17,5,1,0,3,3,1,1,0,0,4,2,6,3,6,3,1,0,0,0,13,5,0,0
"July 23, 2016",UFC on FOX: Holm vs. Shevchenko,Felice Herrig,Kailin Curran,Felice Herrig,Kailin Curran,red,blue,W/L,1,1:59,Submission,3,John McCarthy,Women's Strawweight,30,13,17,5,32,15,19,7,1,1,0,0,1,0,0,0,1:00,0:00,19,5,16,4,7,5,1,1,4,3,0,0,30,13,17,5,0,0,0,0,0,0,0,0
"July 23, 2016",UFC on FOX: Holm vs. Shevchenko,Frankie Saenz,Eddie Wineland,Eddie Wineland,Frankie Saenz,blue,red,W/L,3,1:54,KO/TKO,3,Robert Madrigal,Bantamweight,116,45,129,42,132,59,139,52,4,1,1,0,0,0,0,0,1:22,0:05,82,27,119,35,14,2,10,7,20,16,0,0,113,43,123,38,0,0,2,1,3,2,4,3
"July 23, 2016",UFC on FOX: Holm vs. Shevchenko,Darren Elkins,Godofredo Pepey,Darren Elkins,Godofredo Pepey,red,blue,W/L,3,5:00,Decision - Unanimous,3,Herb Dean,Featherweight,57,33,38,20,256,206,99,67,6,5,0,0,0,2,0,1,11:45,1:01,54,32,36,18,3,1,2,2,0,0,0,0,17,3,16,4,0,0,3,3,40,30,19,13
"July 23, 2016",UFC on FOX: Holm vs. Shevchenko,Kamaru Usman,Alexander Yakovlev,Kamaru Usman,Alexander Yakovlev,red,blue,W/L,3,5:00,Decision - Unanimous,3,John McCarthy,Welterweight,67,41,15,8,195,155,18,11,9,5,0,0,0,0,0,0,13:02,0:00,46,26,5,1,15,10,9,6,6,5,1,1,21,0,11,5,2,1,4,3,44,40,0,0
"July 23, 2016",UFC on FOX: Holm vs. Shevchenko,Michel Prazeres,JC Cottrell,Michel Prazeres,JC Cottrell,red,blue,W/L,3,5:00,Decision - Unanimous,3,Robert Madrigal,Lightweight,77,48,53,14,101,70,78,39,14,7,0,0,1,0,1,1,6:43,1:26,56,31,47,9,17,14,1,1,4,3,5,4,67,40,52,14,4,2,1,0,6,6,0,0
"July 23, 2016",UFC on FOX: Holm vs. Shevchenko,Alex Oliveira,James Moontasri,Alex Oliveira,James Moontasri,red,blue,W/L,3,5:00,Decision - Unanimous,3,Herb Dean,Welterweight,78,58,26,12,196,156,48,30,8,2,1,0,0,0,0,0,11:20,1:19,45,28,17,6,31,28,3,1,2,2,6,5,12,5,14,3,21,15,12,9,45,38,0,0
"July 23, 2016",UFC on FOX: Holm vs. Shevchenko,Jim Alers,Jason Knight,Jason Knight,Jim Alers,blue,red,W/L,3,5:00,Decision - Split,3,John McCarthy,Featherweight,100,41,225,76,110,49,245,95,10,4,2,1,0,0,0,0,3:22,0:46,87,32,179,40,4,2,15,11,9,7,31,25,95,39,215,69,3,0,4,2,2,2,6,5
"July 23, 2016",UFC on FOX: Holm vs. Shevchenko,Luis Henrique,Dmitrii Smoliakov,Luis Henrique,Dmitrii Smoliakov,red,blue,W/L,2,3:58,Submission,3,Robert Madrigal,Heavyweight,43,20,34,14,141,77,95,66,7,1,1,0,1,0,0,0,6:01,0:00,39,16,26,8,4,4,5,4,0,0,3,2,15,4,22,6,9,4,11,7,19,12,1,1
"July 13, 2016",UFC Fight Night: McDonald vs. Lineker,Michael McDonald,John Lineker,John Lineker,Michael McDonald,blue,red,W/L,1,2:43,KO/TKO,5,Herb Dean,Bantamweight,30,14,55,26,30,14,57,28,0,0,0,0,0,0,0,0,0:00,0:08,29,13,43,18,1,1,10,7,0,0,2,1,27,12,38,15,3,2,9,5,0,0,8,6
"July 13, 2016",UFC Fight Night: McDonald vs. Lineker,Tony Ferguson,Lando Vannata,Tony Ferguson,Lando Vannata,red,blue,W/L,2,2:22,Submission,3,John McCarthy,Lightweight,119,66,110,40,122,69,112,42,0,0,2,0,3,0,0,0,0:00,1:10,92,42,82,26,20,17,18,9,7,7,10,5,119,66,96,34,0,0,6,2,0,0,8,4
"July 13, 2016",UFC Fight Night: McDonald vs. Lineker,Tim Boetsch,Josh Samman,Tim Boetsch,Josh Samman,red,blue,W/L,2,3:49,KO/TKO,3,John McCarthy,Middleweight,58,38,39,17,119,98,47,23,2,2,3,0,0,0,0,0,4:21,2:07,46,28,23,7,11,9,11,5,1,1,5,5,16,6,26,13,11,8,13,4,31,24,0,0
"July 13, 2016",UFC Fight Night: McDonald vs. Lineker,Aleksei Oleinik,Daniel Omielanczuk,Daniel Omielanczuk,Aleksei Oleinik,blue,red,W/L,3,5:00,Decision - Majority,3,Kevin MacDonald,Heavyweight,28,8,37,26,84,60,111,100,7,4,1,1,2,0,1,2,9:23,3:57,25,6,32,22,1,1,5,4,2,1,0,0,19,2,17,10,1,1,5,2,8,5,15,14
"July 13, 2016",UFC Fight Night: McDonald vs. Lineker,Kyle Noke,Keita Nakamura,Keita Nakamura,Kyle Noke,blue,red,W/L,2,4:59,Submission,3,Herb Dean,Welterweight,77,44,113,41,81,48,117,45,2,2,2,0,0,1,0,0,0:33,0:32,47,19,99,33,11,8,8,5,19,17,6,3,74,41,94,31,2,2,1,1,1,1,18,9
"July 13, 2016",UFC Fight Night: McDonald vs. Lineker,Louis Smolka,Ben Nguyen,Louis Smolka,Ben Nguyen,red,blue,W/L,2,4:41,KO/TKO,3,Herb Dean,Flyweight,113,82,8,4,178,138,12,8,6,3,0,0,7,1,3,2,7:03,1:49,106,75,6,2,7,7,1,1,0,0,1,1,5,3,6,2,0,0,1,1,108,79,1,1
"July 13, 2016",UFC Fight Night: McDonald vs. Lineker,Lauren Murphy,Katlyn Chookagian,Katlyn Chookagian,Lauren Murphy,blue,red,W/L,3,5:00,Decision - Unanimous,3,Kevin MacDonald,Women's Bantamweight,143,38,139,45,200,87,162,67,4,1,1,0,0,0,0,0,5:42,0:07,129,28,114,27,5,3,14,8,9,7,11,10,133,29,133,42,4,4,6,3,6,5,0,0
"July 13, 2016",UFC Fight Night: McDonald vs. Lineker,Eric Spicely,Sam Alvey,Sam Alvey,Eric Spicely,blue,red,W/L,1,2:43,Submission,3,John McCarthy,Middleweight,9,7,15,8,10,8,20,13,4,0,0,0,0,1,0,0,1:14,0:20,5,4,13,6,3,2,2,2,1,1,0,0,8,6,10,5,1,1,4,3,0,0,1,0
"July 13, 2016",UFC Fight Night: McDonald vs. Lineker,Cortney Casey,Cristina Stanciu,Cortney Casey,Cristina Stanciu,red,blue,W/L,1,2:36,KO/TKO,3,Bobby  Wombacher,Women's Strawweight,28,19,12,5,42,31,12,5,2,2,0,0,0,0,0,0,0:58,0:00,26,18,8,2,0,0,1,1,2,1,3,2,10,3,11,4,0,0,1,1,18,16,0,0
"July 13, 2016",UFC Fight Night: McDonald vs. Lineker,Scott Holtzman,Cody Pfister,Scott Holtzman,Cody Pfister,red,blue,W/L,3,5:00,Decision - Unanimous,3,Kevin MacDonald,Lightweight,99,53,93,28,177,120,124,55,3,3,9,1,1,0,1,2,6:21,3:32,78,34,88,24,15,13,5,4,6,6,0,0,69,29,75,17,14,12,12,7,16,12,6,4
"July 13, 2016",UFC Fight Night: McDonald vs. Lineker,Rani Yahya,Matthew Lopez,Rani Yahya,Matthew Lopez,red,blue,W/L,3,4:19,Submission,3,Bobby  Wombacher,Bantamweight,75,40,34,14,148,109,46,26,6,3,1,1,1,2,0,1,7:39,2:05,61,28,27,7,8,6,3,3,6,6,4,4,53,25,32,13,2,1,1,0,20,14,1,1
"July 13, 2016",UFC Fight Night: McDonald vs. Lineker,Devin Clark,Alex Nicholson,Alex Nicholson,Devin Clark,blue,red,W/L,1,4:57,KO/TKO,3,Bobby  Wombacher,Middleweight,20,14,31,18,37,30,33,20,1,1,0,0,1,0,0,0,2:45,0:01,13,7,18,6,7,7,5,5,0,0,8,7,12,8,24,12,4,3,4,3,4,3,3,3
"July 09, 2016",UFC 200: Tate vs Nunes,Miesha Tate,Amanda Nunes,Amanda Nunes,Miesha Tate,blue,red,W/L,1,3:16,Submission,5,Herb Dean,UFC Women's Bantamweight Title,15,3,63,40,15,3,63,40,5,0,0,0,0,1,0,0,0:00,0:27,12,2,54,35,2,1,5,3,1,0,4,2,14,3,50,30,1,0,5,3,0,0,8,7
"July 09, 2016",UFC 200: Tate vs Nunes,Brock Lesnar,Mark Hunt,None,None,none,none,NC,3,5:00,Overturned,3,Dan Miragliotta,Heavyweight,75,51,32,13,167,137,68,46,8,4,0,0,0,0,0,0,8:07,0:00,71,47,31,12,2,2,1,1,2,2,0,0,20,7,30,11,1,1,0,0,54,43,2,2
"July 09, 2016",UFC 200: Tate vs Nunes,Daniel Cormier,Anderson Silva,Daniel Cormier,Anderson Silva,red,blue,W/L,3,5:00,Decision - Unanimous,3,John McCarthy,Light Heavyweight,64,33,43,17,208,153,56,30,3,3,0,0,0,0,0,0,10:33,0:00,56,27,30,9,4,2,7,4,4,4,6,4,38,15,42,16,0,0,1,1,26,18,0,0
"July 09, 2016",UFC 200: Tate vs Nunes,Jose Aldo,Frankie Edgar,Jose Aldo,Frankie Edgar,red,blue,W/L,5,5:00,Decision - Unanimous,5,Marc Goddard,UFC Interim Featherweight Title,192,80,264,79,193,81,267,81,0,0,11,0,0,0,0,0,1:11,0:00,174,68,213,42,14,8,25,14,4,4,26,23,190,79,254,72,2,1,10,7,0,0,0,0
"July 09, 2016",UFC 200: Tate vs Nunes,Cain Velasquez,Travis Browne,Cain Velasquez,Travis Browne,red,blue,W/L,1,4:57,KO/TKO,3,John McCarthy,Heavyweight,79,50,27,6,124,90,27,6,3,1,0,0,0,0,0,0,2:36,0:00,63,35,26,5,6,5,1,1,10,10,0,0,49,28,27,6,8,5,0,0,22,17,0,0
"July 09, 2016",UFC 200: Tate vs Nunes,Cat Zingano,Julianna Pena,Julianna Pena,Cat Zingano,blue,red,W/L,3,5:00,Decision - Unanimous,3,Herb Dean,Women's Bantamweight,23,11,21,12,37,23,150,129,4,3,3,2,0,1,2,1,9:05,4:52,18,6,17,8,4,4,4,4,1,1,0,0,12,3,7,1,3,2,3,2,8,6,11,9
"July 09, 2016",UFC 200: Tate vs Nunes,Johny Hendricks,Kelvin Gastelum,Kelvin Gastelum,Johny Hendricks,blue,red,W/L,3,5:00,Decision - Unanimous,3,Dan Miragliotta,Welterweight,157,70,249,124,177,90,259,134,5,1,1,0,0,0,0,0,2:09,0:21,134,51,211,89,7,5,22,19,16,14,16,16,135,58,235,114,22,12,14,10,0,0,0,0
"July 09, 2016",UFC 200: Tate vs Nunes,TJ Dillashaw,Raphael Assuncao,TJ Dillashaw,Raphael Assuncao,red,blue,W/L,3,5:00,Decision - Unanimous,3,Mark Smith,Bantamweight,195,64,140,49,205,72,143,52,5,1,2,0,0,0,0,0,0:49,0:02,152,33,101,25,16,10,17,11,27,21,22,13,190,61,128,46,4,2,12,3,1,1,0,0
"July 09, 2016",UFC 200: Tate vs Nunes,Sage Northcutt,Enrique Marin,Sage Northcutt,Enrique Marin,red,blue,W/L,3,5:00,Decision - Unanimous,3,Marc Goddard,Lightweight,66,41,36,16,135,106,48,26,2,0,10,4,1,2,1,0,4:24,7:27,59,36,32,12,5,3,2,2,2,2,2,2,33,14,31,12,17,13,3,2,16,14,2,2
"July 09, 2016",UFC 200: Tate vs Nunes,Diego Sanchez,Joe Lauzon,Joe Lauzon,Diego Sanchez,blue,red,W/L,1,1:26,KO/TKO,3,Mark Smith,Lightweight,10,6,33,22,11,7,40,28,0,0,0,0,0,0,0,0,0:00,0:17,7,3,33,22,2,2,0,0,1,1,0,0,8,5,10,6,2,1,19,14,0,0,4,2
"July 09, 2016",UFC 200: Tate vs Nunes,Gegard Mousasi,Thiago Santos,Gegard Mousasi,Thiago Santos,red,blue,W/L,1,4:32,KO/TKO,3,Marc Goddard,Middleweight,34,21,13,5,55,39,13,5,2,2,0,0,0,0,0,0,2:09,0:00,28,16,7,3,3,3,2,0,3,2,4,2,19,8,12,4,4,3,0,0,11,10,1,1
"July 09, 2016",UFC 200: Tate vs Nunes,Jim Miller,Takanori Gomi,Jim Miller,Takanori Gomi,red,blue,W/L,1,2:18,KO/TKO,3,Mark Smith,Lightweight,26,8,5,1,32,13,5,1,1,1,0,0,0,0,0,0,1:33,0:00,26,8,4,0,0,0,0,0,0,0,1,1,8,1,5,1,0,0,0,0,18,7,0,0
"July 08, 2016",The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Joanna Jedrzejczyk,Claudia Gadelha,Joanna Jedrzejczyk,Claudia Gadelha,red,blue,W/L,5,5:00,Decision - Unanimous,5,John McCarthy,UFC Women's Strawweight Title,330,176,150,63,351,194,191,101,2,1,13,4,0,0,0,0,1:31,9:31,256,112,136,57,39,35,11,5,35,29,3,1,291,146,126,46,37,28,15,10,2,2,9,7
"July 08, 2016",The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Andrew Sanchez,Khalil Rountree Jr.,Andrew Sanchez,Khalil Rountree Jr.,red,blue,W/L,3,5:00,Decision - Unanimous,3,Herb Dean,Ultimate Fighter 23 Light Heavyweight Tournament Title,43,31,27,14,159,118,76,58,12,6,0,0,0,0,0,0,12:02,0:00,33,23,25,13,7,5,2,1,3,3,0,0,18,10,18,5,0,0,3,3,25,21,6,6
"July 08, 2016",The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Tatiana Suarez,Amanda Cooper,Tatiana Suarez,Amanda Cooper,red,blue,W/L,1,3:43,Submission,3,John McCarthy,Ultimate Fighter 23 Women's Strawweight Tournament Title,19,16,4,1,43,38,7,4,3,3,0,0,1,2,0,1,2:58,0:26,18,15,4,1,1,1,0,0,0,0,0,0,2,1,4,1,0,0,0,0,17,15,0,0
"July 08, 2016",The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Ross Pearson,Will Brooks,Will Brooks,Ross Pearson,blue,red,W/L,3,5:00,Decision - Unanimous,3,Dan Miragliotta,Lightweight,115,54,150,80,140,76,190,116,2,0,6,1,0,0,0,0,2:07,4:33,65,15,99,36,39,29,38,32,11,10,13,12,87,31,106,43,27,23,38,32,1,0,6,5
"July 08, 2016",The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Dooho Choi,Thiago Tavares,Dooho Choi,Thiago Tavares,red,blue,W/L,1,2:42,KO/TKO,3,Herb Dean,Featherweight,7,4,5,2,11,6,17,13,0,0,2,2,0,0,0,0,0:17,1:58,7,4,2,0,0,0,2,1,0,0,1,1,6,3,3,0,0,0,2,2,1,1,0,0
"July 08, 2016",The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Joaquim Silva,Andrew Holbrook,Joaquim Silva,Andrew Holbrook,red,blue,W/L,1,0:34,KO/TKO,3,Dan Miragliotta,Lightweight,8,6,3,2,8,6,3,2,1,0,0,0,0,0,0,0,0:03,0:00,8,6,2,1,0,0,1,1,0,0,0,0,3,1,2,1,0,0,1,1,5,5,0,0
"July 08, 2016",The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Gray Maynard,Fernando Bruno,Gray Maynard,Fernando Bruno,red,blue,W/L,3,5:00,Decision - Unanimous,3,Jason Herzog,Featherweight,71,30,101,32,85,42,119,47,7,3,7,2,1,1,1,0,6:41,2:28,58,18,85,26,9,8,16,6,4,4,0,0,41,13,83,27,19,9,18,5,11,8,0,0
"July 08, 2016",The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,John Moraga,Matheus Nicolau,Matheus Nicolau,John Moraga,blue,red,W/L,3,5:00,Decision - Split,3,Chris Tognoni,Flyweight,113,31,85,41,115,33,98,53,2,0,1,0,0,0,0,0,0:00,0:43,95,19,46,13,6,2,21,12,12,10,18,16,113,31,85,41,0,0,0,0,0,0,0,0
"July 08, 2016",The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Cory Hendricks,Josh Stansbury,Josh Stansbury,Cory Hendricks,blue,red,W/L,3,5:00,Decision - Majority,3,Dan Miragliotta,Light Heavyweight,118,47,107,61,124,52,203,153,2,0,2,0,0,0,0,0,0:18,7:48,83,23,89,47,26,17,11,7,9,7,7,7,103,37,74,37,14,10,11,9,1,0,22,15
"July 08, 2016",The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Cezar Ferreira,Anthony Smith,Cezar Ferreira,Anthony Smith,red,blue,W/L,3,5:00,Decision - Unanimous,3,Chris Tognoni,Middleweight,51,30,63,33,148,120,71,41,6,6,0,0,0,1,0,0,8:40,0:03,35,17,45,22,8,6,13,6,8,7,5,5,41,23,54,26,1,1,7,6,9,6,2,1
"July 08, 2016",The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Jake Matthews,Kevin Lee,Kevin Lee,Jake Matthews,blue,red,W/L,1,4:06,KO/TKO,3,Jason Herzog,Lightweight,13,5,38,24,13,5,51,36,0,0,2,1,0,0,0,0,0:00,2:35,11,4,35,21,2,1,3,3,0,0,0,0,11,4,6,2,2,1,3,2,0,0,29,20
"July 08, 2016",The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Li Jingliang,Anton Zafir,Li Jingliang,Anton Zafir,red,blue,W/L,1,2:46,KO/TKO,3,Chris Tognoni,Welterweight,15,6,9,5,20,11,19,15,1,1,2,2,0,0,1,0,0:20,1:21,13,5,5,1,1,0,1,1,1,1,3,3,10,1,8,4,0,0,1,1,5,5,0,0
"July 07, 2016",UFC Fight Night: Dos Anjos vs. Alvarez,Rafael Dos Anjos,Eddie Alvarez,Eddie Alvarez,Rafael Dos Anjos,blue,red,W/L,1,3:49,KO/TKO,5,Herb Dean,UFC Lightweight Title,41,12,78,45,41,12,83,49,1,0,3,1,0,0,0,0,0:22,0:20,38,9,67,34,2,2,8,8,1,1,3,3,38,10,45,20,3,2,30,22,0,0,3,3
