card_date,card_name,red_name,blue_name,winner_name,loser_name,winner_color,loser_color,match_result,num_rounds,time,method,time_format,referee_name,division,sig_str_total_red,sig_str_landed_red,sig_str_total_blue,sig_str_landed_blue,total_str_total_red,total_str_landed_red,total_str_total_blue,total_str_landed_blue,td_total_red,td_landed_red,td_total_blue,td_landed_blue,sub_att_red,sub_att_blue,rev_red,rev_blue,ctrl_red,ctrl_blue,head_str_total_red,head_str_landed_red,head_str_total_blue,head_str_landed_blue,body_str_total_red,body_str_landed_red,body_str_total_blue,body_str_landed_blue,leg_str_total_red,leg_str_landed_red,leg_str_total_blue,leg_str_landed_blue,distance_str_total_red,distance_str_landed_red,distance_str_total_blue,distance_str_landed_blue,clinch_str_total_red,clinch_str_landed_red,clinch_str_total_blue,clinch_str_landed_blue,ground_str_total_red,ground_str_landed_red,ground_str_total_blue,ground_str_landed_blue
"January 21, 2023",UFC 283: Teixeira vs. Hill,Gabriel Bonfim,Mounir Lazzez,Gabriel Bonfim,Mounir Lazzez,red,blue,W/L,1,0:49,Submission,3,Herb Dean,Welterweight,22,9,13,9,22,9,13,9,0,0,1,0,1,0,0,0,0:04,0:00,18,6,4,0,2,2,4,4,2,1,5,5,22,9,13,9,0,0,0,0,0,0,0,0
"January 21, 2023",UFC 283: Teixeira vs. Hill,Shamil Abdurakhimov,Jailton Almeida,Jailton Almeida,Shamil Abdurakhimov,blue,red,W/L,2,2:56,KO/TKO,3,Fernando Portella,Heavyweight,1,1,57,45,3,3,110,89,0,0,5,3,0,0,0,0,0:00,7:28,1,1,55,44,0,0,0,0,0,0,2,1,1,1,5,1,0,0,0,0,0,0,52,44
"January 21, 2023",UFC 283: Teixeira vs. Hill,Luan Lacerda,Cody Stamann,Cody Stamann,Luan Lacerda,blue,red,W/L,3,5:00,Decision - Unanimous,3,Marc Goddard,Bantamweight,181,80,189,103,187,85,195,108,4,1,2,0,0,0,0,0,1:34,0:00,113,31,139,62,61,44,38,29,7,5,12,12,181,80,186,101,0,0,3,2,0,0,0,0
"January 21, 2023",UFC 283: Teixeira vs. Hill,Ismael Bonfim,Terrance McKinney,Ismael Bonfim,Terrance McKinney,red,blue,W/L,2,2:17,KO/TKO,3,Osiris Maia,Lightweight,49,34,49,14,53,38,55,20,4,1,2,0,0,0,0,0,0:47,2:16,30,16,43,10,17,16,6,4,2,2,0,0,39,24,45,12,10,10,2,0,0,0,2,2
"January 21, 2023",UFC 283: Teixeira vs. Hill,Warlley Alves,Nicolas Dalby,Nicolas Dalby,Warlley Alves,blue,red,W/L,3,5:00,Decision - Split,3,Herb Dean,Welterweight,144,66,248,119,153,75,298,167,3,1,1,0,0,0,0,0,2:09,4:02,117,45,195,75,12,7,41,35,15,14,12,9,138,62,212,86,6,4,35,32,0,0,1,1
"January 21, 2023",UFC 283: Teixeira vs. Hill,Josiane Nunes,Zarah Fairn,Josiane Nunes,Zarah Fairn,red,blue,W/L,3,5:00,Decision - Unanimous,3,Marc Goddard,Women's Featherweight,211,102,251,117,216,107,256,122,0,0,0,0,0,0,0,0,2:02,0:08,150,58,220,89,52,38,20,17,9,6,11,11,180,82,238,107,31,20,13,10,0,0,0,0
"January 21, 2023",UFC 283: Teixeira vs. Hill,Saimon Oliveira,Daniel Marcos,Daniel Marcos,Saimon Oliveira,blue,red,W/L,2,2:18,KO/TKO,3,Fernando Portella,Bantamweight,70,23,78,53,73,25,84,59,5,0,1,0,0,0,0,0,2:15,1:00,47,7,52,31,7,3,23,20,16,13,3,2,63,20,58,36,7,3,19,16,0,0,1,1
"January 14, 2023",UFC Fight Night: Strickland vs. Imavov,Sean Strickland,Nassourdine Imavov,Sean Strickland,Nassourdine Imavov,red,blue,W/L,5,5:00,Decision - Unanimous,5,Mark Smith,Light Heavyweight,405,182,269,123,420,194,277,131,1,1,1,0,0,0,0,0,4:12,0:12,347,134,207,67,48,38,46,41,10,10,16,15,396,175,248,104,9,7,21,19,0,0,0,0
"January 14, 2023",UFC Fight Night: Strickland vs. Imavov,Dan Ige,Damon Jackson,Dan Ige,Damon Jackson,red,blue,W/L,2,4:13,KO/TKO,3,Jason Herzog,Featherweight,74,34,100,36,81,40,102,38,1,1,1,0,0,0,0,0,0:18,0:01,54,17,81,22,15,13,15,10,5,4,4,4,65,28,92,32,9,6,8,4,0,0,0,0
"January 14, 2023",UFC Fight Night: Strickland vs. Imavov,Punahele Soriano,Roman Kopylov,Roman Kopylov,Punahele Soriano,blue,red,W/L,2,3:19,KO/TKO,3,Kerry Hatley,Middleweight,107,39,128,82,107,39,128,82,3,0,1,1,0,0,0,0,0:06,0:10,101,35,101,56,6,4,15,14,0,0,12,12,98,33,120,76,9,6,8,6,0,0,0,0
"January 14, 2023",UFC Fight Night: Strickland vs. Imavov,Ketlen Vieira,Raquel Pennington,Raquel Pennington,Ketlen Vieira,blue,red,W/L,3,5:00,Decision - Split,3,Chris Tognoni,Women's Bantamweight,152,64,159,81,230,138,184,104,0,0,2,0,0,0,0,0,4:45,1:18,122,41,111,37,10,5,35,32,20,18,13,12,143,56,134,59,9,8,25,22,0,0,0,0
"January 14, 2023",UFC Fight Night: Strickland vs. Imavov,Umar Nurmagomedov,Raoni Barcelos,Umar Nurmagomedov,Raoni Barcelos,red,blue,W/L,1,4:40,KO/TKO,3,Jason Herzog,Bantamweight,51,36,24,13,51,36,25,14,0,0,1,0,0,0,0,0,0:02,0:00,32,20,17,6,13,12,5,5,6,4,2,2,50,35,21,10,0,0,3,3,1,1,0,0
"January 14, 2023",UFC Fight Night: Strickland vs. Imavov,Javid Basharat,Mateus Mendonca,Javid Basharat,Mateus Mendonca,red,blue,W/L,3,5:00,Decision - Unanimous,3,Chris Tognoni,Bantamweight,130,95,88,29,164,125,133,70,5,3,11,2,0,0,0,0,5:19,2:19,93,62,72,21,28,25,6,3,9,8,10,5,90,60,83,25,14,10,2,2,26,25,3,2
"January 14, 2023",UFC Fight Night: Strickland vs. Imavov,Claudio Ribeiro,Abdul Razak Alhassan,Abdul Razak Alhassan,Claudio Ribeiro,blue,red,W/L,2,0:28,KO/TKO,3,Mark Smith,Middleweight,31,19,28,17,54,42,41,30,0,0,2,0,0,0,0,0,0:16,3:08,18,6,24,13,3,3,4,4,10,10,0,0,29,17,20,9,2,2,8,8,0,0,0,0
"January 14, 2023",UFC Fight Night: Strickland vs. Imavov,Mateusz Rebecki,Nick Fiore,Mateusz Rebecki,Nick Fiore,red,blue,W/L,3,5:00,Decision - Unanimous,3,Kerry Hatley,Lightweight,171,89,93,34,228,130,113,52,4,3,3,1,0,0,0,0,8:27,0:34,125,53,76,25,37,27,13,7,9,9,4,2,138,63,83,28,10,4,9,5,23,22,1,1
"January 14, 2023",UFC Fight Night: Strickland vs. Imavov,Allan Nascimento,Carlos Hernandez,Allan Nascimento,Carlos Hernandez,red,blue,W/L,1,3:16,Submission,3,Jason Herzog,Flyweight,11,6,7,3,14,9,7,3,4,2,0,0,1,0,0,0,2:23,0:00,5,2,5,2,3,2,2,1,3,2,0,0,11,6,7,3,0,0,0,0,0,0,0,0
"January 14, 2023",UFC Fight Night: Strickland vs. Imavov,Dan Argueta,Nick Aguirre,Dan Argueta,Nick Aguirre,red,blue,W/L,3,5:00,Decision - Unanimous,3,Mark Smith,Featherweight,85,47,44,14,144,93,47,15,6,4,0,0,2,1,1,1,10:14,1:15,65,29,42,14,10,9,1,0,10,9,1,0,55,27,42,13,9,6,2,1,21,14,0,0
"January 14, 2023",UFC Fight Night: Strickland vs. Imavov,Charles Johnson,Jimmy Flick,Charles Johnson,Jimmy Flick,red,blue,W/L,1,4:33,KO/TKO,3,Kerry Hatley,Flyweight,57,34,13,7,77,44,13,7,0,0,3,1,0,0,1,0,1:39,0:24,39,20,6,3,14,10,4,3,4,4,3,1,38,22,13,7,0,0,0,0,19,12,0,0
"December 17, 2022",UFC Fight Night: Cannonier vs. Strickland,Jared Cannonier,Sean Strickland,Jared Cannonier,Sean Strickland,red,blue,W/L,5,5:00,Decision - Split,5,Herb Dean,Middleweight,310,141,400,152,310,141,410,157,0,0,1,1,0,0,0,0,0:00,0:48,187,57,365,126,88,60,32,24,35,24,3,2,310,141,400,152,0,0,0,0,0,0,0,0
"December 17, 2022",UFC Fight Night: Cannonier vs. Strickland,Arman Tsarukyan,Damir Ismagulov,Arman Tsarukyan,Damir Ismagulov,red,blue,W/L,3,5:00,Decision - Unanimous,3,Mark Smith,Lightweight,81,34,86,36,105,50,106,51,21,7,0,0,0,0,0,0,9:25,0:06,57,14,60,18,15,12,21,15,9,8,5,3,76,31,74,26,4,2,11,10,1,1,1,0
"December 17, 2022",UFC Fight Night: Cannonier vs. Strickland,Amir Albazi,Alessandro Costa,Amir Albazi,Alessandro Costa,red,blue,W/L,3,2:13,KO/TKO,3,Keith Peterson,Flyweight,81,37,71,17,110,62,107,38,4,1,0,0,0,0,0,0,5:54,0:00,67,23,55,6,10,10,10,6,4,4,6,5,58,23,70,16,0,0,1,1,23,14,0,0
"December 17, 2022",UFC Fight Night: Cannonier vs. Strickland,Alex Caceres,Julian Erosa,Alex Caceres,Julian Erosa,red,blue,W/L,1,3:04,KO/TKO,3,Herb Dean,Featherweight,30,16,22,10,30,16,22,10,0,0,0,0,0,0,0,0,0:05,0:00,19,9,11,2,6,3,4,3,5,4,7,5,24,13,22,10,0,0,0,0,6,3,0,0
"December 17, 2022",UFC Fight Night: Cannonier vs. Strickland,Drew Dober,Bobby Green,Drew Dober,Bobby Green,red,blue,W/L,2,2:45,KO/TKO,3,Keith Peterson,Lightweight,121,34,142,73,121,34,145,75,1,0,1,0,0,0,0,0,0:07,0:11,86,16,113,50,21,9,22,17,14,9,7,6,119,33,141,72,1,0,1,1,1,1,0,0
"December 17, 2022",UFC Fight Night: Cannonier vs. Strickland,Cody Brundage,Michal Oleksiejczuk,Michal Oleksiejczuk,Cody Brundage,blue,red,W/L,1,3:16,KO/TKO,3,Mark Smith,Middleweight,2,0,29,15,3,1,40,25,3,3,0,0,0,0,0,1,1:53,1:12,2,0,27,13,0,0,2,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,28,15
"December 17, 2022",UFC Fight Night: Cannonier vs. Strickland,Cheyanne Vlismas,Cory McKenna,Cory McKenna,Cheyanne Vlismas,blue,red,W/L,3,5:00,Decision - Unanimous,3,Chris Tognoni,Women's Strawweight,74,33,81,22,113,66,216,103,0,0,3,2,1,0,0,0,0:03,9:41,54,20,72,17,13,8,7,3,7,5,2,2,63,23,76,18,3,3,3,2,8,7,2,2
"December 17, 2022",UFC Fight Night: Cannonier vs. Strickland,Jake Matthews,Matthew Semelsberger,Matthew Semelsberger,Jake Matthews,blue,red,W/L,3,5:00,Decision - Unanimous,3,Herb Dean,Welterweight,89,32,116,45,140,74,129,54,2,1,5,3,1,0,0,0,1:42,4:16,77,23,89,34,9,6,18,7,3,3,9,4,85,30,80,26,3,2,7,6,1,0,29,13
"December 17, 2022",UFC Fight Night: Cannonier vs. Strickland,Said Nurmagomedov,Saidyokub Kakhramonov,Said Nurmagomedov,Saidyokub Kakhramonov,red,blue,W/L,2,3:50,Submission,3,Keith Peterson,Bantamweight,18,7,30,11,34,21,65,32,2,0,12,5,3,1,0,0,0:25,7:52,12,3,27,8,5,3,3,3,1,1,0,0,12,3,10,5,6,4,1,0,0,0,19,6
"December 17, 2022",UFC Fight Night: Cannonier vs. Strickland,Rafa Garcia,Maheshate,Rafa Garcia,Maheshate,red,blue,W/L,3,5:00,Decision - Unanimous,3,Mark Smith,Lightweight,98,49,141,25,138,79,148,30,11,6,0,0,0,0,0,0,6:10,0:00,70,29,110,16,17,11,29,8,11,9,2,1,64,28,138,23,13,11,2,1,21,10,1,1
"December 17, 2022",UFC Fight Night: Cannonier vs. Strickland,Bryan Battle,Rinat Fakhretdinov,Rinat Fakhretdinov,Bryan Battle,blue,red,W/L,3,5:00,Decision - Unanimous,3,Herb Dean,Welterweight,16,3,68,43,42,25,149,102,1,0,9,7,0,0,0,0,0:00,14:11,11,1,62,38,4,1,3,2,1,1,3,3,16,3,11,8,0,0,3,2,0,0,54,33
"December 17, 2022",UFC Fight Night: Cannonier vs. Strickland,David Dvorak,Manel Kape,Manel Kape,David Dvorak,blue,red,W/L,3,5:00,Decision - Unanimous,3,Keith Peterson,Flyweight,94,33,119,58,122,55,136,67,3,2,0,0,0,2,0,1,2:42,0:57,68,17,85,33,12,6,26,19,14,10,8,6,91,31,99,44,2,1,5,5,1,1,15,9
"December 17, 2022",UFC Fight Night: Cannonier vs. Strickland,Sergey Morozov,Journey Newson,Sergey Morozov,Journey Newson,red,blue,W/L,3,5:00,Decision - Unanimous,3,Chris Tognoni,Bantamweight,105,30,106,26,145,65,136,49,13,6,2,0,0,0,0,0,6:59,0:00,76,7,78,10,12,8,14,7,17,15,14,9,88,16,104,25,11,9,2,1,6,5,0,0
"December 10, 2022",UFC 282: Blachowicz vs. Ankalaev,Jan Blachowicz,Magomed Ankalaev,None,None,none,none,D,5,5:00,Decision - Split,5,Marc Goddard,UFC Light Heavyweight Title,117,55,184,78,141,79,312,191,0,0,10,2,0,0,0,0,0:00,11:20,71,19,139,49,17,11,33,19,29,25,12,10,109,50,134,50,7,5,8,6,1,0,42,22
"December 10, 2022",UFC 282: Blachowicz vs. Ankalaev,Paddy Pimblett,Jared Gordon,Paddy Pimblett,Jared Gordon,red,blue,W/L,3,5:00,Decision - Unanimous,3,Herb Dean,Lightweight,155,63,103,60,194,97,143,100,3,0,6,3,0,0,0,0,0:35,6:28,122,33,62,32,16,13,27,14,17,17,14,14,139,54,94,53,15,8,6,5,1,1,3,2
"December 10, 2022",UFC 282: Blachowicz vs. Ankalaev,Santiago Ponzinibbio,Alex Morono,Santiago Ponzinibbio,Alex Morono,red,blue,W/L,3,2:29,KO/TKO,3,Jason Herzog,Catch Weight,155,66,131,38,155,66,131,38,1,0,0,0,0,0,0,0,0:01,0:08,99,31,120,34,47,26,11,4,9,9,0,0,153,65,124,34,0,0,0,0,2,1,7,4
"December 10, 2022",UFC 282: Blachowicz vs. Ankalaev,Darren Till,Dricus Du Plessis,Dricus Du Plessis,Darren Till,blue,red,W/L,3,2:43,Submission,3,Mark Smith,Middleweight,70,35,147,86,94,58,197,117,1,1,6,6,0,3,1,0,0:23,5:33,57,26,123,69,9,6,7,4,4,3,17,13,60,29,59,28,1,1,40,25,9,5,48,33
"December 10, 2022",UFC 282: Blachowicz vs. Ankalaev,Bryce Mitchell,Ilia Topuria,Ilia Topuria,Bryce Mitchell,blue,red,W/L,2,3:10,Submission,3,Marc Goddard,Featherweight,82,36,77,40,94,46,93,53,9,1,0,0,0,1,0,0,1:29,1:18,57,22,63,34,22,11,13,5,3,3,1,1,79,34,64,29,1,1,4,3,2,1,9,8
"December 10, 2022",UFC 282: Blachowicz vs. Ankalaev,Raul Rosas Jr.,Jay Perrin,Raul Rosas Jr.,Jay Perrin,red,blue,W/L,1,2:44,Submission,3,Herb Dean,Bantamweight,7,3,8,4,14,9,8,4,3,2,0,0,2,0,0,0,2:12,0:00,5,2,7,3,0,0,0,0,2,1,1,1,7,3,8,4,0,0,0,0,0,0,0,0
"December 10, 2022",UFC 282: Blachowicz vs. Ankalaev,Jairzinho Rozenstruik,Chris Daukaus,Jairzinho Rozenstruik,Chris Daukaus,red,blue,W/L,1,0:23,KO/TKO,3,Mark Smith,Heavyweight,21,12,1,1,21,12,1,1,0,0,0,0,0,0,0,0,0:06,0:00,21,12,1,1,0,0,0,0,0,0,0,0,16,9,1,1,1,0,0,0,4,3,0,0
"December 10, 2022",UFC 282: Blachowicz vs. Ankalaev,Edmen Shahbazyan,Dalcha Lungiambula,Edmen Shahbazyan,Dalcha Lungiambula,red,blue,W/L,2,4:41,KO/TKO,3,Chris Tognoni,Middleweight,107,54,48,23,113,60,51,26,0,0,4,0,0,0,0,0,1:08,0:15,78,31,24,6,25,20,18,11,4,3,6,6,72,37,46,22,10,7,2,1,25,10,0,0
"December 10, 2022",UFC 282: Blachowicz vs. Ankalaev,Chris Curtis,Joaquin Buckley,Chris Curtis,Joaquin Buckley,red,blue,W/L,2,2:49,KO/TKO,3,Jason Herzog,Middleweight,87,36,163,50,87,36,163,50,0,0,0,0,0,0,0,0,0:06,0:00,72,25,134,27,5,3,20,15,10,8,9,8,78,29,159,48,1,1,4,2,8,6,0,0
"December 10, 2022",UFC 282: Blachowicz vs. Ankalaev,Billy Quarantillo,Alexander Hernandez,Billy Quarantillo,Alexander Hernandez,red,blue,W/L,2,4:30,KO/TKO,3,Chris Tognoni,Featherweight,151,87,94,48,194,127,105,59,4,2,6,2,0,1,0,0,1:20,4:08,123,61,70,33,18,17,9,5,10,9,15,10,109,52,74,34,22,21,11,8,20,14,9,6
"December 10, 2022",UFC 282: Blachowicz vs. Ankalaev,TJ Brown,Erik Silva,TJ Brown,Erik Silva,red,blue,W/L,3,3:41,Submission,3,Mark Smith,Featherweight,38,24,29,21,109,82,42,32,7,2,4,3,1,0,2,1,9:43,2:35,33,20,19,12,5,4,7,6,0,0,3,3,25,13,20,13,7,6,7,7,6,5,2,1
"December 10, 2022",UFC 282: Blachowicz vs. Ankalaev,Cameron Saaiman,Steven Koslow,Cameron Saaiman,Steven Koslow,red,blue,W/L,3,4:13,KO/TKO,3,Chris Tognoni,Bantamweight,89,53,29,11,149,105,42,20,0,0,9,5,0,1,6,2,6:29,4:40,69,38,25,8,14,9,2,1,6,6,2,2,50,23,21,8,11,9,3,1,28,21,5,2
"December 03, 2022",UFC Fight Night: Thompson vs. Holland,Stephen Thompson,Kevin Holland,Stephen Thompson,Kevin Holland,red,blue,W/L,4,5:00,KO/TKO,5,Dan Miragliotta,Welterweight,260,163,210,119,278,178,214,123,0,0,6,2,0,0,0,0,0:47,1:21,192,103,131,52,49,42,29,23,19,18,50,44,241,150,187,97,19,13,23,22,0,0,0,0
"December 03, 2022",UFC Fight Night: Thompson vs. Holland,Bryan Barberena,Rafael Dos Anjos,Rafael Dos Anjos,Bryan Barberena,blue,red,W/L,2,3:20,Submission,3,Marc Goddard,Welterweight,29,14,25,20,79,61,41,36,0,0,6,4,0,2,0,0,0:35,6:36,18,6,8,3,6,4,17,17,5,4,0,0,25,10,8,3,2,2,3,3,2,2,14,14
"December 03, 2022",UFC Fight Night: Thompson vs. Holland,Matheus Nicolau,Matt Schnell,Matheus Nicolau,Matt Schnell,red,blue,W/L,2,1:44,KO/TKO,3,Keith Peterson,Flyweight,42,32,59,20,50,40,68,29,1,1,0,0,0,0,0,0,0:47,0:00,31,23,50,16,7,6,7,3,4,3,2,1,25,18,59,20,0,0,0,0,17,14,0,0
"December 03, 2022",UFC Fight Night: Thompson vs. Holland,Tai Tuivasa,Sergei Pavlovich,Sergei Pavlovich,Tai Tuivasa,blue,red,W/L,1,0:54,KO/TKO,3,Dan Miragliotta,Heavyweight,10,2,44,23,10,2,44,23,0,0,0,0,0,0,0,0,0:00,0:09,9,2,43,23,0,0,1,0,1,0,0,0,10,2,32,16,0,0,4,1,0,0,8,6
"December 03, 2022",UFC Fight Night: Thompson vs. Holland,Jack Hermansson,Roman Dolidze,Roman Dolidze,Jack Hermansson,blue,red,W/L,2,4:06,KO/TKO,3,Marc Goddard,Middleweight,79,47,54,25,80,48,73,39,3,2,0,0,0,3,0,0,1:52,0:30,41,16,51,23,16,11,3,2,22,20,0,0,74,43,38,12,4,3,1,1,1,1,15,12
"December 03, 2022",UFC Fight Night: Thompson vs. Holland,Eryk Anders,Kyle Daukaus,Eryk Anders,Kyle Daukaus,red,blue,W/L,2,2:45,KO/TKO,3,Keith Peterson,Middleweight,94,49,79,37,159,97,83,38,1,1,8,0,0,0,0,0,2:26,0:44,70,27,55,14,14,14,9,8,10,8,15,15,55,23,76,35,8,6,2,2,31,20,1,0
"December 03, 2022",UFC Fight Night: Thompson vs. Holland,Niko Price,Phil Rowe,Phil Rowe,Niko Price,blue,red,W/L,3,3:26,KO/TKO,3,Marc Goddard,Welterweight,247,110,139,63,293,150,140,64,2,0,2,1,0,2,0,0,1:29,1:29,197,66,123,49,22,16,8,7,28,28,8,7,218,88,129,57,21,14,7,6,8,8,3,0
"December 03, 2022",UFC Fight Night: Thompson vs. Holland,Angela Hill,Emily Ducote,Angela Hill,Emily Ducote,red,blue,W/L,3,5:00,Decision - Unanimous,3,Andrew Glenn,Women's Strawweight,345,182,173,71,353,190,178,76,0,0,2,0,0,0,0,0,0:00,0:00,240,95,147,49,88,73,22,18,17,14,4,4,292,130,161,62,53,52,12,9,0,0,0,0
"December 03, 2022",UFC Fight Night: Thompson vs. Holland,Clay Guida,Scott Holtzman,Clay Guida,Scott Holtzman,red,blue,W/L,3,5:00,Decision - Split,3,Larry Folsom,Lightweight,183,66,166,65,215,95,178,77,15,4,0,0,0,0,0,0,5:35,0:18,134,30,146,55,36,23,13,5,13,13,7,5,173,58,160,60,7,5,6,5,3,3,0,0
"December 03, 2022",UFC Fight Night: Thompson vs. Holland,Michael Johnson,Marc Diakiese,Michael Johnson,Marc Diakiese,red,blue,W/L,3,5:00,Decision - Unanimous,3,Keith Peterson,Lightweight,181,83,127,55,181,83,127,55,3,0,6,0,0,0,0,0,0:30,0:00,116,37,80,21,55,37,31,24,10,9,16,10,171,79,124,52,7,3,3,3,3,1,0,0
"December 03, 2022",UFC Fight Night: Thompson vs. Holland,Darren Elkins,Jonathan Pearce,Jonathan Pearce,Darren Elkins,blue,red,W/L,3,5:00,Decision - Unanimous,3,Dan Miragliotta,Featherweight,193,57,222,110,203,67,276,154,5,2,7,2,0,0,0,1,0:48,3:33,176,47,188,80,15,9,22,18,2,1,12,12,177,49,159,66,16,8,20,14,0,0,43,30
"December 03, 2022",UFC Fight Night: Thompson vs. Holland,Natan Levy,Genaro Valdez,Natan Levy,Genaro Valdez,red,blue,W/L,3,5:00,Decision - Unanimous,3,Andrew Glenn,Lightweight,135,67,158,49,137,69,173,62,10,6,0,0,0,0,0,0,4:40,0:01,79,22,121,26,34,25,22,10,22,20,15,13,134,66,148,41,1,1,7,5,0,0,3,3
"December 03, 2022",UFC Fight Night: Thompson vs. Holland,Marcelo Rojo,Francis Marshall,Francis Marshall,Marcelo Rojo,blue,red,W/L,2,1:14,KO/TKO,3,Larry Folsom,Featherweight,47,31,81,23,65,48,89,29,0,0,3,1,0,0,0,0,0:00,2:47,35,20,78,20,5,4,2,2,7,7,1,1,39,24,72,15,2,2,2,2,6,5,7,6
"December 03, 2022",UFC Fight Night: Thompson vs. Holland,Yazmin Jauregui,Istela Nunes,Yazmin Jauregui,Istela Nunes,red,blue,W/L,2,4:06,KO/TKO,3,Keith Peterson,Women's Strawweight,154,67,60,36,200,103,63,39,3,0,0,0,0,0,0,0,2:50,0:15,135,54,41,20,11,6,14,12,8,7,5,4,109,38,50,28,12,7,8,8,33,22,2,0
"November 19, 2022",UFC Fight Night: Nzechukwu vs. Cutelaba,Kennedy Nzechukwu,Ion Cutelaba,Kennedy Nzechukwu,Ion Cutelaba,red,blue,W/L,2,1:02,KO/TKO,3,Keith Peterson,Light Heavyweight,42,24,26,9,42,24,57,30,1,0,8,2,0,0,0,0,1:14,3:32,40,22,23,7,2,2,1,0,0,0,2,2,32,15,24,8,0,0,1,0,10,9,1,1
"November 19, 2022",UFC Fight Night: Nzechukwu vs. Cutelaba,Chase Sherman,Waldo Cortes-Acosta,Waldo Cortes-Acosta,Chase Sherman,blue,red,W/L,3,5:00,Decision - Unanimous,3,Jacob Montalvo,Heavyweight,177,66,278,147,187,73,282,149,2,1,0,0,0,0,0,0,1:34,0:13,130,25,247,124,19,16,25,17,28,25,6,6,174,66,271,142,3,0,7,5,0,0,0,0
"November 19, 2022",UFC Fight Night: Nzechukwu vs. Cutelaba,Andre Fialho,Muslim Salikhov,Muslim Salikhov,Andre Fialho,blue,red,W/L,3,1:03,KO/TKO,3,Chris Tognoni,Welterweight,66,17,95,56,80,29,123,77,0,0,3,1,0,0,0,0,0:20,3:07,55,10,70,38,6,4,21,14,5,3,4,4,60,14,60,35,6,3,8,3,0,0,27,18
"November 19, 2022",UFC Fight Night: Nzechukwu vs. Cutelaba,Jack Della Maddalena,Danny Roberts,Jack Della Maddalena,Danny Roberts,red,blue,W/L,1,3:24,KO/TKO,3,Mark Smith,Welterweight,60,33,33,5,68,41,33,5,0,0,1,0,0,0,0,0,0:34,0:15,41,23,29,2,16,9,2,1,3,1,2,2,50,27,32,4,2,2,1,1,8,4,0,0
"November 19, 2022",UFC Fight Night: Nzechukwu vs. Cutelaba,Charles Johnson,Zhalgas Zhumagulov,Charles Johnson,Zhalgas Zhumagulov,red,blue,W/L,3,5:00,Decision - Split,3,Keith Peterson,Flyweight,209,115,234,119,237,141,258,141,2,0,4,1,0,0,0,0,0:57,1:03,142,64,119,36,54,41,62,34,13,10,53,49,191,101,225,112,18,14,8,6,0,0,1,1
"November 19, 2022",UFC Fight Night: Nzechukwu vs. Cutelaba,Jennifer Maia,Maryna Moroz,Jennifer Maia,Maryna Moroz,red,blue,W/L,3,5:00,Decision - Unanimous,3,Jacob Montalvo,Women's Flyweight,253,109,272,80,261,117,276,84,0,0,0,0,0,0,0,0,1:44,0:00,224,84,237,55,18,14,23,14,11,11,12,11,242,101,269,78,11,8,3,2,0,0,0,0
"November 19, 2022",UFC Fight Night: Nzechukwu vs. Cutelaba,Vince Morales,Miles Johns,Miles Johns,Vince Morales,blue,red,W/L,3,5:00,Decision - Unanimous,3,Chris Tognoni,Bantamweight,131,39,103,38,139,47,110,45,0,0,12,1,0,0,0,0,0:05,2:08,112,28,92,28,15,9,5,4,4,2,6,6,127,36,102,38,4,3,1,0,0,0,0,0
"November 19, 2022",UFC Fight Night: Nzechukwu vs. Cutelaba,Ricky Turcios,Kevin Natividad,Ricky Turcios,Kevin Natividad,red,blue,W/L,3,5:00,Decision - Split,3,Mark Smith,Bantamweight,115,68,81,41,224,170,109,61,5,2,13,7,1,0,3,0,6:17,5:00,112,65,70,33,1,1,7,5,2,2,4,3,63,28,55,23,11,5,9,5,41,35,17,13
"November 19, 2022",UFC Fight Night: Nzechukwu vs. Cutelaba,Vanessa Demopoulos,Maria Oliveira,Vanessa Demopoulos,Maria Oliveira,red,blue,W/L,3,5:00,Decision - Unanimous,3,Keith Peterson,Women's Strawweight,80,55,154,83,154,121,166,95,4,2,0,0,0,0,0,0,7:59,0:01,68,44,124,55,5,5,21,20,7,6,9,8,39,18,151,80,3,3,3,3,38,34,0,0
"November 19, 2022",UFC Fight Night: Nzechukwu vs. Cutelaba,Brady Hiestand,Fernie Garcia,Brady Hiestand,Fernie Garcia,red,blue,W/L,3,5:00,Decision - Unanimous,3,Jacob Montalvo,Bantamweight,34,19,44,21,82,56,125,86,8,3,2,1,1,1,0,1,9:14,1:22,23,10,36,13,5,4,1,1,6,5,7,7,31,16,43,20,2,2,0,0,1,1,1,1
"November 19, 2022",UFC Fight Night: Nzechukwu vs. Cutelaba,Natalia Silva,Tereza Bleda,Natalia Silva,Tereza Bleda,red,blue,W/L,3,1:27,KO/TKO,3,Chris Tognoni,Women's Flyweight,72,45,47,18,89,62,55,25,3,0,7,1,0,2,1,0,2:13,4:56,50,26,33,8,9,7,10,7,13,12,4,3,65,41,40,13,3,1,7,5,4,3,0,0
"November 12, 2022",UFC 281: Adesanya vs. Pereira,Israel Adesanya,Alex Pereira,Alex Pereira,Israel Adesanya,blue,red,W/L,5,2:01,KO/TKO,5,Marc Goddard,UFC Middleweight Title,162,86,157,91,209,119,214,140,4,1,1,1,0,0,0,0,6:34,0:31,103,41,89,42,29,21,33,27,30,24,35,22,148,77,139,76,4,3,17,14,10,6,1,1
